# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_isolation_cv1
# Exported by: Demonkush
setting:	replacespawns 1
item_ammo_smg1_mor	-379.244049 -2369.542725 -175.610931	0.098 -0.005 0.053
item_ammo_smg1_mor	140.771942 -2098.089844 -175.495972	0.733 -0.011 -0.554
item_ammo_smg1_mor	741.044067 -1449.440186 -151.517288	-0.379 -0.001 -0.368
item_ammo_smg1_mor	724.158875 -1448.615601 -151.479218	-0.224 0.015 -0.196
item_ammo_smg1_mor	112.386086 -134.016861 -239.577682	-0.474 0.004 0.306
item_ammo_smg1_mor	95.206810 -131.098419 -239.603195	-0.137 0.005 0.080
item_ammo_smg1_mor	-1184.382446 -542.618896 -175.600708	-0.153 0.005 0.091
item_ammo_smg1_mor	-1164.677612 -544.686584 -175.499222	0.826 -0.011 -0.617
item_ammo_smg1_mor	-64.754578 -1214.625732 -175.598251	-0.170 0.005 0.102
item_ammo_smg1_mor	-379.851837 -1614.325684 -175.600708	0.153 -0.005 0.091
item_ammo_smg1_mor	-394.624268 -1622.053467 -175.584244	0.333 -0.005 0.212
item_ammo_smg1_mor	201.706238 -2193.155518 0.428566	0.674 -0.003 0.440
item_ammo_smg1_mor	181.677795 -2191.896240 0.537096	-0.139 0.017 -0.121
item_ammo_smg1_mor	1041.515869 -2447.005371 0.498847	0.852 -0.013 -0.636
item_ammo_smg1_mor	-951.782593 -2886.646240 17.536892	-0.076 0.955 7.454
item_ammo_smg1_mor	-943.925781 -2928.492920 16.401743	0.170 -0.005 0.102
item_ammo_smg1_mor	-19.435619 -1152.945801 0.468675	0.108 0.026 0.014
item_ammo_smg1_mor	-681.671936 -384.887146 24.401745	-0.170 0.005 0.103
item_ammo_smg1_mor	-665.734131 -382.624756 24.520739	0.244 -0.015 -0.209
item_ammo_smg1_mor	-213.555695 -414.478027 24.434568	0.948 -0.000 0.624
item_ammo_smg1_mor	-245.115356 -414.313446 24.383718	-0.079 0.005 0.040
item_ammo_smg1_mor	-1036.945190 -97.343895 0.476872	0.553 -0.084 0.248
item_ammo_smg1_mor	-1000.634705 -97.565468 0.391676	0.109 -0.005 0.061
item_ammo_smg1_mor	-316.511749 -4571.895020 0.506670	-0.531 0.010 -0.416
item_ammo_smg1_mor	-296.705505 -4596.315918 0.508736	-0.394 0.010 -0.317
item_ammo_smg1_mor	-895.159363 -4577.611816 -223.595825	-0.191 0.005 0.116
item_ammo_smg1_mor	934.329529 -438.444275 -175.465378	-0.152 0.017 -0.133
item_ammo_smg1_mor	294.611969 -1324.365479 -175.475403	-0.218 0.015 -0.184
item_ammo_smg1_mor	-1395.509277 -3891.288086 128.505798	-0.594 0.011 -0.459
item_ammo_smg1_mor	-1373.414673 -3885.539063 128.428558	0.675 -0.003 0.441
item_ammo_smg1_mor	568.232605 -4393.677246 0.504023	0.592 -0.011 -0.453
item_ammo_smg1_mor	585.636292 -4370.561523 0.413506	-0.300 0.005 0.190
item_ammo_smg1_mor	1595.068115 -3440.877686 128.504913	0.363 0.020 0.231
item_ammo_smg1_mor	1601.385010 -3460.663818 128.494186	0.337 0.012 0.213
item_ammo_smg1_mor	2092.618896 -925.570679 0.504445	-0.662 0.011 -0.502
item_ammo_smg1_mor	1098.255981 -587.423706 0.543640	0.102 -0.017 -0.089
item_ammo_smg1_mor	1188.011719 -1822.605469 -175.595825	0.190 -0.005 0.115
item_ammo_smg1_mor	-24.159048 -2109.178223 -991.610962	0.099 -0.005 0.054
item_ammo_smg1_mor	1489.202148 -1118.546265 -991.494202	-0.593 0.011 -0.459
item_ammo_smg1_mor	1071.877563 -97.059525 0.411223	0.266 -0.005 0.167
item_ammo_smg1_mor	1056.926147 -98.801285 0.394250	0.122 -0.005 0.069
item_ammo_smg1_mor	3558.567871 -2262.721436 0.504442	-0.530 0.010 -0.410
item_ammo_smg1_mor	3603.481689 -2271.126221 0.386410	0.088 -0.005 0.046
item_ammo_smg1_mor	704.379150 -3828.411377 0.424421	-0.536 0.004 0.348
item_ammo_smg1_mor	1142.304321 -320.127106 16.505081	0.280 0.584 0.526
item_ammo_smg1_mor	-1441.739624 -1843.445679 0.477023	0.552 -0.083 0.247
item_ammo_smg1_mor	-583.685547 -3629.092285 128.473953	-0.377 -0.079 -0.264
item_ammo_smg1_mor	-571.867737 -3648.631592 128.512482	0.486 0.071 0.672
mor_random_rifle	-44.828148 -3608.872803 0.861620	2.151 -5.703 83.926
mor_random_rifle	-549.248169 839.130310 40.860809	2.161 -5.706 83.933
mor_random_rifle	-855.613098 840.361023 40.864727	2.112 -5.691 83.895
mor_random_rifle	-858.641907 754.499878 40.866646	2.088 -5.687 83.876
mor_random_rifle	-623.388062 682.895508 40.975773	2.280 -6.535 84.989
mor_random_rifle	-696.257751 682.604492 40.863033	2.133 -5.697 83.912
mor_random_rifle	703.175110 695.500732 0.862120	2.145 -5.699 83.921
mor_random_rifle	312.675171 -2452.187500 1.001269	2.029 -5.928 84.829
mor_random_rifle	905.191833 -3647.803955 128.866135	2.094 -5.688 83.881
mor_random_rifle	2280.115967 -4084.616211 80.861877	2.148 -5.702 83.923
mor_random_rifle	3344.395508 -1792.101807 0.863550	2.127 -5.695 83.906
mor_random_rifle	1875.897339 -2112.381104 0.863842	2.123 -5.693 83.903
mor_random_rifle	-349.817200 -4165.355957 16.853678	2.251 -5.792 84.005
mor_random_rifle	-484.066956 -4284.849121 16.857409	2.204 -5.787 83.967
mor_random_rifle	1331.343506 -3647.834961 0.865822	2.098 -5.688 83.884
mor_random_rifle	1498.806274 -4128.330566 16.858858	2.186 -5.785 83.953
mor_random_rifle	1476.797241 -4798.660645 4.930237	2.085 3.731 84.899
mor_random_rifle	640.233154 -4809.051270 4.910502	1.964 -5.792 84.692
mor_random_rifle	971.894897 -4584.250977 88.849648	2.303 -5.805 84.039
mor_random_rifle	-1175.276855 -4029.858154 -303.138000	2.146 -5.699 83.922
mor_random_rifle	-1173.279663 -4000.326172 -303.136658	2.129 -5.695 83.908
mor_random_rifle	838.684998 -1509.787231 -239.136642	2.129 -5.695 83.908
mor_random_rifle	-189.495773 -2056.875244 0.864387	2.116 -5.692 83.898
mor_random_rifle	635.055115 -2445.515137 0.863033	2.133 -5.697 83.912
mor_random_rifle	-820.382935 -3014.423340 0.853172	2.258 -5.796 84.009
mor_random_rifle	-221.131332 -585.889771 24.862816	2.136 -5.697 83.914
mor_random_rifle	-224.145050 -544.043701 24.861223	2.156 -5.706 83.929
mor_random_rifle	-29.873215 -4821.503906 0.864388	2.116 -5.692 83.898
mor_random_rifle	613.357117 -2901.619141 -175.137527	2.140 -5.699 83.917
mor_random_rifle	963.416382 -2213.822266 -175.137299	2.137 -5.697 83.915
mor_random_rifle	-643.485291 -3452.392578 0.864642	2.113 -5.691 83.896
mor_random_rifle	856.492737 -4826.196777 0.864643	2.113 -5.691 83.896
mor_random_rifle	2123.086182 -2133.390381 0.862475	2.140 -5.699 83.917
mor_random_rifle	1721.088623 -658.847168 0.861620	2.151 -5.703 83.926
mor_random_rifle	-1294.331055 -1693.775146 -991.132080	2.072 -5.686 83.863
mor_random_rifle	1549.847290 -721.576355 -991.139343	2.163 -5.705 83.935
mor_random_rifle	-1005.961243 -2096.570557 0.863649	2.125 -5.693 83.905
mor_random_rifle	-1417.715454 -925.346619 0.866014	2.096 -5.688 83.882
mor_random_rifle	-101.300156 -4604.602539 -175.136642	2.129 -5.695 83.908
info_alien_spawn	4.000716 -1264.684814 449.517975	-0.071 0.000 0.071
info_alien_spawn	123.076820 -1340.577759 449.565735	-0.030 0.000 0.029
info_alien_spawn	188.555328 -1433.439209 449.555084	-0.039 -0.000 0.039
info_alien_spawn	231.488419 -1609.893677 449.564697	-0.031 -0.000 0.030
info_alien_spawn	190.216415 -1760.809570 449.534576	-0.057 0.000 0.057
info_alien_spawn	101.896286 -1858.069336 449.517975	-0.071 0.000 0.071
info_alien_spawn	-87.526566 -1917.780518 449.519196	-0.070 -0.000 0.070
info_alien_spawn	-248.314392 -1886.780029 449.553711	-0.040 -0.000 0.040
info_alien_spawn	-348.540527 -1770.599121 449.498688	-0.088 -0.000 0.088
info_alien_spawn	-385.766785 -1641.332764 449.543732	-0.049 -0.000 0.049
info_alien_spawn	-355.438843 -1504.002808 449.510193	-0.078 -0.000 0.078
info_alien_spawn	-276.894012 -1413.764893 449.508850	-0.079 -0.000 0.079
info_alien_spawn	-171.497025 -1376.547607 449.528381	-0.062 0.000 0.062
info_alien_spawn	-29.802904 -1426.744995 449.541992	-0.050 -0.000 0.050
info_alien_spawn	15.054976 -1481.318115 449.567749	-0.028 -0.000 0.027
info_alien_spawn	36.361366 -1594.814575 449.523926	-0.066 -0.000 0.066
info_alien_spawn	-5.387455 -1652.761719 449.517975	-0.071 0.000 0.071
info_alien_spawn	-110.004089 -1727.728149 449.573456	-0.024 0.000 0.022
info_alien_spawn	134.339539 -1524.771240 449.578003	0.001 3.102 0.070
info_alien_spawn	90.664383 -1728.477051 449.522766	-0.067 0.000 0.067
info_alien_spawn	-59.512142 -1816.652588 449.498688	-0.088 -0.000 0.088
info_alien_spawn	-206.198654 -1804.454102 449.514160	-0.075 -0.000 0.075
info_alien_spawn	-256.966919 -1672.046387 449.599792	0.000 -0.354 0.000
info_alien_spawn	-253.539993 -1586.192261 449.588104	0.179 -0.392 0.216
info_alien_spawn	-187.998795 -1513.369507 449.555084	-0.039 -0.000 0.039
info_alien_spawn	-102.725746 -1537.946533 449.598358	-0.005 -0.268 0.000
info_alien_spawn	-26.346184 -1541.999146 449.545380	-0.047 -0.000 0.047
info_alien_spawn	-136.885422 -1642.500732 449.528381	-0.062 0.000 0.062
info_alien_spawn	-182.694458 -1577.686401 449.535553	-0.056 0.000 0.056
info_alien_spawn	22.943283 -1779.001221 449.541107	-0.051 -0.000 0.051
info_alien_spawn	131.818939 -1660.642090 449.530518	-0.060 0.000 0.060
info_alien_spawn	109.787743 -1402.933228 449.515472	-0.073 -0.000 0.073
info_alien_spawn	-102.041557 -1305.620361 449.550842	-0.043 0.000 0.043
info_alien_spawn	-267.371887 -1329.053711 449.570221	0.162 -0.370 0.192
info_alien_spawn	-346.447174 -1442.049438 449.526184	-0.064 0.000 0.064
info_alien_spawn	-402.239044 -1578.892090 449.531555	-0.059 0.000 0.059
info_alien_spawn	-393.900574 -1715.389526 449.503174	-0.084 0.000 0.084
info_alien_spawn	-294.553528 -1831.750122 449.573059	-0.024 0.000 0.022
info_alien_spawn	-149.249847 -1903.571411 449.519196	-0.070 -0.000 0.070
info_alien_spawn	32.085682 -1903.028931 449.520416	-0.069 -0.000 0.069
info_alien_spawn	-123.278374 -1414.362183 449.526184	-0.064 0.000 0.064
info_alien_spawn	-281.963348 -1520.715576 449.498688	-0.088 -0.000 0.088
info_alien_spawn	-324.454559 -1631.515015 449.534576	-0.057 0.000 0.057
info_alien_spawn	-58.074848 -1666.593628 449.517975	-0.071 0.000 0.071
info_alien_spawn	-49.933315 -1583.272339 449.525055	-0.065 -0.000 0.065
info_alien_spawn	-80.080719 -1465.700073 449.539307	-0.053 0.000 0.053
info_alien_spawn	-210.778793 -1430.277832 449.507446	-0.080 -0.000 0.080
info_alien_spawn	-63.176891 -1234.835083 449.531555	-0.059 0.000 0.059
info_alien_spawn	-205.807571 -1267.702148 449.541107	-0.051 -0.000 0.051
info_alien_spawn	-304.820618 -1291.130249 449.560181	-0.035 0.000 0.034
info_alien_spawn	-384.707092 -1350.331055 449.512878	-0.076 0.000 0.076
info_alien_spawn	-219.959061 -1714.334229 449.521606	-0.068 -0.000 0.068
info_alien_spawn	187.644150 -1905.992432 449.523926	-0.066 -0.000 0.066
info_alien_spawn	308.037506 -1790.018555 449.512878	-0.076 0.000 0.076
info_alien_spawn	332.668762 -1672.990601 449.495575	-0.091 -0.000 0.091
info_alien_spawn	274.900970 -1517.178223 449.549347	-0.044 0.000 0.044
info_alien_spawn	37.456509 -1332.890991 449.527283	-0.063 0.000 0.063
mor_random_weapon	5.230097 -3433.583496 1.213571	1.722 4.703 -92.947
mor_random_weapon	23.873249 1279.099854 -30.800079	1.876 4.716 -92.595
mor_random_weapon	700.747620 -3452.973389 1.201358	1.860 4.715 -92.632
mor_random_weapon	2260.342285 -2600.052490 5.209310	1.770 4.927 -92.837
mor_random_weapon	717.082886 -1819.055786 73.145210	2.263 6.300 -91.447
mor_random_weapon	943.554565 -1467.674805 1.198438	1.893 4.717 -92.557
mor_random_weapon	-1434.726685 -4331.073242 17.223825	1.606 4.920 -93.213
mor_random_weapon	1473.235107 -4605.748535 101.190575	1.981 4.920 -92.354
mor_random_weapon	1462.363403 -4610.834473 193.224792	1.595 4.689 -93.238
mor_random_weapon	-943.984253 -2982.200928 17.235910	1.470 4.670 -93.526
mor_random_weapon	384.696106 -3130.324219 -174.803085	1.910 4.718 -92.517
mor_random_weapon	-1336.768799 -3435.942139 129.217041	1.683 4.700 -93.037
mor_random_weapon	2257.869873 -2187.251953 1.196907	1.910 4.718 -92.517
mor_random_weapon	2241.864014 -3122.588135 1.209712	1.766 4.708 -92.848
mor_random_weapon	-272.252747 215.393158 -234.764221	1.471 4.908 -93.523
item_ammo_battery_mor	176.396561 -3427.159912 70.032661	0.039 -0.082 0.314
item_ammo_battery_mor	3800.670410 -2129.920410 18.895849	-4.792 -0.107 0.226
item_ammo_battery_mor	712.953796 -1854.621460 78.042984	0.036 -0.087 0.296
item_ammo_battery_mor	713.347534 -1869.439087 78.027260	0.040 -0.083 0.324
item_ammo_battery_mor	997.263550 -4821.336914 134.575104	-0.007 -0.078 0.161
item_ammo_battery_mor	-1292.668457 -3686.809082 10.040533	0.023 -0.080 0.289
item_ammo_battery_mor	3349.422607 -1448.454224 6.086183	0.027 -0.094 0.219
item_ammo_battery_mor	3361.969971 -1474.830078 6.035299	0.038 -0.088 0.310
item_ammo_battery_mor	3128.993408 -2250.546631 6.059608	0.033 -0.093 0.266
item_ammo_battery_mor	456.558014 -1378.349365 6.088019	0.026 -0.094 0.216
item_ammo_battery_mor	716.938110 -1844.825928 78.115334	0.020 -0.096 0.167
item_ammo_battery_mor	-549.311829 -1639.626343 38.080505	0.028 -0.095 0.229
item_ammo_battery_mor	70.759506 -2208.830078 22.093363	0.025 -0.095 0.206
item_ammo_battery_mor	-1347.726685 -4617.911133 6.072525	0.030 -0.094 0.243
item_ammo_battery_mor	-1334.378906 -4640.934570 6.080506	0.028 -0.095 0.229
item_ammo_battery_mor	-1286.601440 -1760.994507 -369.868011	0.010 -0.088 0.132
item_ammo_battery_mor	-992.303589 -2035.210815 -369.906586	0.015 -0.087 0.198
item_ammo_battery_mor	-993.859985 -2080.604736 -369.935883	0.019 -0.085 0.249
item_ammo_battery_mor	-480.574982 -2944.027588 190.105820	0.006 -0.089 -0.187
item_ammo_battery_mor	-614.903198 215.417969 -233.923416	0.029 -0.094 0.236
item_ammo_battery_mor	547.290100 785.862854 6.055037	0.034 -0.090 0.274
item_ammo_battery_mor	-95.957619 -86.754204 6.111008	0.021 -0.095 0.174
item_ammo_battery_mor	-403.783295 -1917.707275 -921.939270	0.087 -0.390 0.972
item_ammo_battery_mor	-1285.798950 -1992.977417 -665.940369	0.033 -0.093 0.266
item_ammo_battery_mor	-550.542908 -3768.859619 -133.923096	0.004 -0.078 -0.228
item_ammo_battery_mor	3377.754883 -2123.640869 134.513809	-0.011 -0.070 0.253
item_ammo_battery_mor	2116.711182 -1491.597412 6.078556	0.029 -0.094 0.232
item_ammo_battery_mor	1041.193115 -3789.016846 86.262527	-0.010 -0.076 0.205
item_ammo_buckshot_mor	-543.122986 814.055359 40.454781	0.517 -0.011 0.427
item_ammo_buckshot_mor	-562.233154 815.653015 40.398487	1.054 0.029 0.869
item_ammo_buckshot_mor	2977.722412 -1707.887573 0.414368	-0.914 -0.021 0.721
item_ammo_buckshot_mor	2986.765869 -1712.651489 0.384757	-0.998 -0.010 0.895
item_ammo_buckshot_mor	1126.521729 -1672.061646 16.341045	0.524 0.003 -0.414
item_ammo_buckshot_mor	1126.195313 -1688.010010 16.410435	-0.806 -0.006 0.715
item_ammo_buckshot_mor	430.627472 -1819.180298 24.441391	-0.560 -0.007 0.497
item_ammo_buckshot_mor	449.026459 -1815.641235 24.398706	-0.923 -0.010 0.818
item_ammo_buckshot_mor	-356.656403 -4390.867676 16.414854	-0.770 -0.005 0.683
item_ammo_buckshot_mor	-951.050354 -4838.208008 4.376802	0.481 0.018 -0.303
item_ammo_buckshot_mor	-639.287476 -3034.078369 0.377869	0.298 0.003 -0.155
weapon_mor_beretta	713.131775 -1775.324585 33.539494	87.163 -9.997 -41.946
weapon_mor_beretta	1281.356323 -4823.212402 193.541565	86.979 -7.730 -39.686
weapon_mor_beretta	-416.300079 -262.526794 -238.460205	87.138 -9.658 -41.609
weapon_mor_beretta	653.737061 -563.357422 1.540721	87.055 -8.621 -40.574
weapon_mor_mars	2510.630371 -2008.308105 1.135594	-0.379 17.409 87.130
weapon_mor_mars	-759.915283 -683.059753 -174.922882	-0.459 25.699 85.746
weapon_mor_gr4	267.436249 -1843.903687 0.807088	-0.429 4.627 87.120
weapon_glowstick	172.391525 -3115.227539 34.949745	-0.686 0.793 -0.150
weapon_glowstick	179.910172 -3137.515625 34.945122	-0.707 0.765 -0.155
weapon_glowstick	166.113602 -3153.908691 34.993908	-0.484 0.854 -0.106
weapon_glowstick	184.864029 -3171.474121 34.978439	-0.555 0.832 -0.122
weapon_glowstick	179.213013 -3355.872314 34.997070	-0.470 0.860 -0.103
weapon_glowstick	178.690704 -3394.706299 35.008793	-0.416 0.866 -0.091
weapon_glowstick	175.759598 -3439.007568 35.014141	-0.392 0.870 -0.086
weapon_glowstick	80.213577 1424.229736 6.982061	-0.538 0.846 -0.118
weapon_glowstick	-550.223572 708.643311 46.972794	-0.581 0.834 -0.127
weapon_glowstick	-581.061218 712.256775 47.066574	0.283 -0.112 2.019
weapon_glowstick	-575.970581 683.945129 47.021584	-0.358 0.874 -0.078
