# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: para_spaceship_v7
# Exported by: Remscar
setting:	replacespawns 1
mor_random_ammo	-5211.656250 -6376.748047 -111.538239	-1.379 0.001 0.534
mor_random_ammo	-5207.804199 -6394.776367 -111.636497	0.072 0.000 0.018
mor_random_ammo	-5168.840332 -6371.242188 -111.620575	0.172 0.001 0.149
mor_random_ammo	-3975.144043 -6884.254883 -111.619125	0.189 -0.001 -0.171
mor_random_ammo	-3944.382568 -6884.798828 -111.589325	1.665 -0.032 -2.191
mor_random_ammo	-3951.245850 -6877.155762 -111.617683	0.219 -0.001 -0.207
mor_random_ammo	-3858.792725 -6868.321289 -111.648788	0.053 0.000 -0.011
mor_random_ammo	-3834.316406 -6872.875488 -111.578552	1.557 0.040 1.883
mor_random_ammo	-2790.684814 -208.296402 -111.579269	1.524 0.036 1.839
mor_random_ammo	-2815.334961 -216.124100 -111.634575	0.077 0.000 0.026
mor_random_ammo	-2798.222168 -227.743973 -111.653168	0.050 0.000 -0.017
mor_random_ammo	-2828.309814 -230.750488 -111.655411	0.049 0.000 -0.019
weapon_mor_r22	-5066.943848 -5268.853516 865.590454	-1.300 -1.047 87.571
weapon_mor_r22	-5028.139160 -5271.388184 865.597961	-1.294 -1.050 87.720
weapon_mor_r22	-859.301941 -6744.498535 -110.306404	0.842 -24.073 79.081
weapon_mor_vek	216.529770 -6693.941406 -110.902580	0.568 -3.089 88.523
weapon_mor_vek	-56.792072 -8219.233398 821.106995	0.428 -3.091 88.662
weapon_mor_vek	-5829.400879 -813.072632 -110.901604	0.554 -3.088 88.537
weapon_mor_vek	-6734.134766 -638.527893 817.109009	0.399 -3.092 88.691
weapon_mor_vek	-4927.098633 -5267.125000 865.104858	0.460 -3.091 88.630
weapon_mor_vek	-4892.923828 -5265.657227 865.100952	0.526 -3.286 88.553
weapon_mor_uzi	-5719.073730 -225.462448 -109.962448	0.000 0.000 0.000
weapon_mor_uzi	-4658.973633 -4948.447266 866.111450	0.000 0.000 0.000
weapon_mor_uzi	-4658.973633 -4978.535156 867.470886	0.000 0.000 0.000
item_ammo_smg1_mor	237.888672 -6728.852051 -111.472183	-0.121 -0.872 -0.162
item_ammo_smg1_mor	201.655319 -6723.220215 -111.567406	0.843 -0.001 0.553
item_ammo_smg1_mor	225.708710 -6725.640625 -111.482719	-0.616 0.244 -0.096
item_ammo_smg1_mor	-79.062592 -8195.332031 820.478027	0.545 -0.083 0.239
item_ammo_smg1_mor	-83.953613 -8221.294922 820.526184	-0.197 0.016 -0.172
item_ammo_smg1_mor	-173.445633 -8186.022461 820.493958	-0.316 0.006 -0.265
item_ammo_smg1_mor	-173.859451 -8227.627930 820.396729	0.136 -0.005 0.079
item_ammo_smg1_mor	-5781.370117 -821.852417 -111.473587	0.355 -0.056 0.015
item_ammo_smg1_mor	-5766.349121 -819.278198 -111.492661	0.296 0.184 -0.065
item_ammo_smg1_mor	-5770.205566 -821.860962 -97.661919	-0.116 0.251 -0.113
item_ammo_smg1_mor	-6719.601563 -367.813049 816.481323	0.208 0.180 -0.134
item_ammo_smg1_mor	-6731.607422 -367.409027 816.455322	-0.060 -0.203 -0.054
item_ammo_smg1_mor	-6729.152344 -366.916626 830.175293	-0.307 0.105 -0.061
item_ammo_smg1_mor	-6720.239746 -664.689148 816.491760	0.582 0.191 -0.350
item_ammo_smg1_mor	-6732.238770 -666.826050 816.495361	-0.047 -0.144 0.002
item_ammo_smg1_mor	-6733.113281 -666.802551 830.255310	-0.077 -0.078 -0.004
item_ammo_smg1_mor	-4653.704590 -5269.858398 864.492432	0.297 0.415 0.536
item_ammo_smg1_mor	-4654.256836 -5246.492188 864.401062	-0.069 0.102 0.062
item_ammo_smg1_mor	-4655.306641 -5226.678711 864.522583	-0.529 0.313 -0.246
item_ammo_smg1_mor	-4655.472656 -5206.866699 864.484375	-0.842 0.294 -0.021
item_ammo_smg1_mor	-4655.657227 -5186.865234 864.487671	-0.595 0.123 -0.168
item_ammo_smg1_mor	-4655.925293 -5179.800781 878.189392	-0.710 -0.094 -0.436
item_ammo_smg1_mor	-4655.776367 -5159.744141 864.555115	-0.182 0.351 -0.133
item_ammo_smg1_mor	-4655.698730 -5154.650879 878.388855	-0.182 0.230 -0.024
item_ammo_smg1_mor	-4656.127441 -5134.326172 864.544617	0.632 0.650 0.482
item_ammo_smg1_mor	-4655.499512 -5107.877930 864.479187	0.509 -0.001 0.217
item_ammo_smg1_mor	-4654.440918 -5088.066406 864.503174	0.549 0.432 0.448
item_ammo_smg1_mor	-4653.818848 -5068.239258 864.546997	0.444 0.420 0.407
item_ammo_smg1_mor	-4653.385254 -4836.694824 864.511414	-0.106 -0.295 -0.066
item_ammo_smg1_mor	-4654.674805 -4856.386230 864.514709	-0.063 0.218 0.291
item_ammo_smg1_mor	-4654.328613 -4876.499512 873.651672	0.013 -0.779 88.190
item_ammo_smg1_mor	-4653.924805 -4890.988281 873.719055	-0.152 -7.735 87.897
item_ammo_smg1_mor	-4655.148438 -4916.032227 864.545898	-0.000 -6.575 -0.119
item_ammo_smg1_mor	-4658.884277 -4920.334961 878.395386	-0.120 -12.658 -0.168
item_ammo_smg1_mor	-868.990112 -6757.532715 -111.451988	-0.016 -0.178 0.099
item_ammo_smg1_mor	-844.968323 -6756.542480 -109.613342	19.306 -5.158 0.130
weapon_mor_p229	-110.878265 1047.883545 -68.103661	36.635 3.483 -1.775
weapon_mor_p229	-6821.695801 -784.824341 817.383484	-0.405 -31.119 -89.349
info_alien_spawn	-3210.006348 -2099.328857 -111.474838	-0.007 0.000 -0.007
info_alien_spawn	-2975.526855 -2394.863770 -111.538910	-0.014 -0.000 0.014
info_alien_spawn	-2650.876465 -2389.322754 -111.452133	-0.005 -0.000 0.005
info_alien_spawn	-2313.964111 -2068.516846 -111.528816	-0.013 -0.000 0.013
info_alien_spawn	-2268.916260 -1882.286743 -111.483170	-0.008 -0.000 0.008
info_alien_spawn	-2437.432861 -1653.658569 -111.480705	-0.008 -0.000 0.008
info_alien_spawn	-2614.253662 -1579.952026 -111.501190	-0.010 -0.000 0.010
info_alien_spawn	-2820.720703 -1576.996582 -111.514168	-0.011 -0.000 0.011
info_alien_spawn	-3031.090332 -1616.616455 -111.538910	-0.014 -0.000 0.014
info_alien_spawn	-3149.089600 -1763.385986 -111.495262	-0.009 -0.000 0.009
info_alien_spawn	-3214.691895 -1945.564331 -111.504280	-0.010 0.000 -0.010
info_alien_spawn	-3219.807617 -2278.484619 -111.456207	-0.006 0.000 -0.006
info_alien_spawn	-2975.639648 -2478.436279 -111.484436	-0.008 -0.000 0.008
info_alien_spawn	-2563.740479 -2451.257568 -111.532753	0.013 0.000 0.013
info_alien_spawn	-2156.484131 -2107.093262 -111.502724	-0.010 -0.000 0.010
mor_random_weapon	-14.268658 -8089.706055 -106.788589	1.747 4.706 -92.892
mor_random_weapon	-40.399891 -7944.244141 481.208527	1.779 4.709 -92.817
mor_random_weapon	235.152328 -8086.270996 817.219238	1.658 4.987 -93.094
mor_random_weapon	251.361221 -7956.098633 817.229492	1.542 4.982 -93.359
mor_random_weapon	248.394241 -7887.722168 817.220947	1.639 4.988 -93.138
mor_random_weapon	-672.377197 759.769104 -110.795891	1.829 4.713 -92.703
mor_random_weapon	-540.349670 757.848755 -110.806297	1.946 4.720 -92.435
mor_random_weapon	190.105942 647.594177 -110.785400	1.711 4.702 -92.974
mor_random_weapon	-1487.168823 -785.342590 -110.769135	1.527 4.679 -93.395
mor_random_weapon	-1954.015137 -386.254944 -109.334106	-3.835 3.956 -14.361
mor_random_weapon	-3010.248535 -779.051331 -110.802322	1.901 4.718 -92.537
mor_random_weapon	-5743.899414 -7003.376465 801.144897	2.396 1.771 -91.795
mor_random_weapon	-5301.367676 -6297.053711 505.205414	1.814 4.712 -92.737
mor_random_weapon	-5333.063965 -6792.171875 505.629639	-0.681 2.318 82.312
mor_random_weapon	-5315.304688 -6352.255859 -176.590271	18.128 4.211 -115.817
mor_random_weapon	-5240.834473 -6145.666016 81.192879	1.955 4.720 -92.413
mor_random_weapon	-4736.897461 -6752.294434 -110.776039	1.605 3.402 -93.216
mor_random_weapon	-4562.104980 -6387.073730 -110.845596	2.386 0.959 -91.425
mor_random_weapon	-4066.935791 -6858.062012 -110.755928	1.377 4.653 -93.738
mor_random_weapon	-2883.437744 -218.822815 -110.798645	1.860 4.715 -92.632
mor_random_weapon	-2733.210938 -227.717728 -110.783432	1.688 4.700 -93.025
mor_random_weapon	-4180.641113 -779.332275 -110.800819	1.884 4.716 -92.576
mor_random_weapon	-4161.704102 -266.731323 -110.806297	1.946 4.720 -92.435
item_ammo_battery_mor	-286.304108 -6400.147461 -105.898254	0.023 -0.095 0.191
item_ammo_battery_mor	-297.667603 -6417.819824 -105.957016	0.036 -0.087 0.296
item_ammo_battery_mor	-750.175842 630.924683 -9.940391	0.033 -0.093 0.266
item_ammo_battery_mor	-730.800415 645.659973 -9.940391	0.033 -0.093 0.266
item_ammo_battery_mor	-4704.215820 -4817.811035 870.144714	0.014 -0.096 0.114
item_ammo_battery_mor	-4692.221191 -4816.279297 870.123718	0.138 -0.342 0.415
item_ammo_buckshot_mor	74.422905 -4920.028320 -111.662003	0.450 0.004 -0.354
item_ammo_buckshot_mor	55.767509 -4917.867188 -111.586494	-0.990 -0.003 0.771
item_ammo_buckshot_mor	-76.783623 -8174.935059 584.379333	0.104 0.003 0.004
item_ammo_buckshot_mor	-66.934402 -8182.047852 584.377014	0.474 0.018 -0.296
item_ammo_buckshot_mor	-5158.733398 -611.975830 -111.594185	-0.979 -0.010 0.832
item_ammo_buckshot_mor	-5124.189941 -610.553040 -111.594269	-0.843 -0.008 0.748
item_ammo_buckshot_mor	-5485.836914 -1032.951538 816.380554	0.107 -0.000 0.141
item_ammo_buckshot_mor	-5503.313477 -1035.344482 816.355103	-0.996 0.010 -0.825
item_ammo_buckshot_mor	-5102.597656 -4840.974609 864.404297	1.052 0.080 0.837
item_ammo_buckshot_mor	-5103.917969 -4856.111816 864.334961	0.384 0.004 -0.300
item_ammo_buckshot_mor	-5105.446777 -4866.251953 864.371826	0.765 -0.119 -0.531
item_ammo_buckshot_mor	-5104.753418 -4885.946289 864.383423	-0.631 -0.005 0.598
item_ammo_buckshot_mor	-5104.500000 -4900.308105 864.424805	-0.693 -0.007 0.614
item_ammo_buckshot_mor	-5104.173340 -4919.589844 864.410522	-0.806 -0.006 0.715
weapon_mor_beretta	-307.145721 -6963.665039 -110.453415	86.510 -3.188 -35.179
weapon_mor_beretta	-704.235046 -452.301056 -101.075134	60.533 136.410 96.128
weapon_mor_beretta	-195.348297 1050.882935 -70.455284	86.688 -4.746 -36.717
weapon_mor_beretta	-5099.882324 -5113.323730 865.546875	86.486 -2.995 -34.985
weapon_mor_beretta	-5100.144531 -5141.435059 865.543884	86.768 -5.511 -37.475
weapon_mor_beretta	-5100.013672 -5173.715820 865.497253	88.038 -8.634 -40.742
weapon_mor_gr4	-303.127502 -2269.887695 -111.193901	-0.424 4.627 87.088
weapon_mor_gr4	-4784.818848 -5267.445313 864.833984	-0.578 4.582 87.888
weapon_mor_gr4	-4778.383789 -5259.897461 865.427734	2.313 2.407 78.351
weapon_glowstick	195.505676 -5255.055176 -105.033119	-0.607 0.816 -0.133
weapon_glowstick	197.935913 -5378.556641 -105.004501	-0.477 0.854 -0.105
weapon_glowstick	243.043747 -6608.020020 -105.006088	-0.484 0.854 -0.106
weapon_glowstick	239.201492 -6781.419434 -105.067062	-0.762 0.730 -0.167
weapon_glowstick	54.598793 -7474.988770 -105.025299	-0.572 0.833 -0.125
weapon_glowstick	-125.547852 -7654.083984 -104.988495	-0.404 0.870 -0.089
weapon_glowstick	6.391947 -7961.923340 -105.041428	-0.645 0.795 -0.141
weapon_glowstick	43.030308 -7991.761719 -105.041428	-0.645 0.795 -0.141
weapon_glowstick	72.052956 -4259.861328 -105.062080	-0.739 0.762 -0.162
weapon_glowstick	-140.244659 -4948.714844 -105.017937	-0.538 0.846 -0.118
weapon_glowstick	-63.992367 -8143.217285 823.015625	-0.402 0.921 -0.092
weapon_glowstick	-77.915756 -8142.026367 822.985840	-0.544 0.894 -0.125
weapon_glowstick	-92.326859 -8140.393066 822.967224	-0.632 0.864 -0.145
weapon_glowstick	243.961823 -2826.032959 -105.045776	-0.665 0.796 -0.146
weapon_glowstick	233.730072 -2742.390137 -104.994003	-0.429 0.867 -0.094
weapon_glowstick	-765.687317 953.159851 -8.988493	-0.404 0.870 -0.089
weapon_glowstick	156.191879 795.017212 -105.016167	-0.530 0.845 -0.116
weapon_glowstick	300.535614 1100.895264 -105.033119	-0.607 0.816 -0.133
weapon_glowstick	91.302544 -48.692429 -104.985863	-0.392 0.870 -0.086
weapon_glowstick	-516.645996 -67.664055 -109.743416	43.451 175.435 -90.036
weapon_glowstick	-1044.011353 -573.789612 -97.052910	-0.011 0.030 0.281
weapon_glowstick	-1683.737183 -258.676575 -105.016167	-0.530 0.845 -0.116
weapon_glowstick	-4274.995117 -586.524536 -105.059647	-0.728 0.768 -0.159
weapon_glowstick	-6990.703125 -423.500824 822.995544	-0.477 0.854 -0.105
weapon_glowstick	-6996.993164 -426.778503 822.966919	-0.607 0.816 -0.133
weapon_glowstick	-5777.381836 -1255.670166 870.966919	-0.607 0.816 -0.133
weapon_glowstick	-4869.588379 -4233.444336 822.956421	-0.655 0.795 -0.144
weapon_glowstick	-4845.372070 -4249.315430 822.992310	-0.492 0.854 -0.108
weapon_glowstick	-4974.129883 -4975.564453 870.999756	0.283 -0.899 0.386
weapon_glowstick	-4953.604980 -4977.149902 870.972839	-0.581 0.834 -0.127
weapon_glowstick	-4971.499023 -4994.694336 871.024963	2.803 0.072 2.022
weapon_glowstick	-4954.283691 -4995.161621 870.979797	0.340 -0.881 0.463
weapon_glowstick	-4970.412109 -5016.527344 870.990662	-0.499 0.854 -0.109
weapon_glowstick	-4960.454590 -5017.269043 870.980286	-0.546 0.843 -0.120
weapon_glowstick	-5543.254395 -5833.853516 806.956421	-0.655 0.795 -0.144
weapon_glowstick	-5519.707520 -6325.268066 218.076202	-69.402 121.279 -90.368
weapon_glowstick	-5425.125977 -6158.948730 164.098969	12.835 -99.517 -120.175
weapon_glowstick	-5429.557129 -6274.376953 -717.838135	15.329 -138.816 89.941
weapon_glowstick	-5429.593262 -6268.811035 -712.924500	-0.096 0.738 -0.379
weapon_glowstick	-5444.237793 -6361.350586 -717.885803	-9.248 -41.898 -90.046
weapon_glowstick	-5376.739746 -6409.137207 -105.033112	-0.608 0.816 -0.133
weapon_glowstick	-2452.278076 -6742.871582 -105.012711	-0.514 0.844 -0.113
weapon_glowstick	-2463.746826 -6745.851563 -105.017937	-0.538 0.846 -0.118
weapon_mor_zx9	-23.864529 -8333.475586 -106.962624	-2.785 -0.953 0.384
weapon_mor_zx9	513.046326 -3866.799561 -106.930611	-2.750 -0.948 0.261
weapon_mor_zx9	-5510.146484 -6812.525391 229.143829	-2.606 -2.697 -0.278
weapon_mor_m418	204.263855 -7796.982422 817.228760	1.540 -10.710 83.098
weapon_mor_m418	-301.953827 -2626.241699 -110.771263	1.540 -11.271 83.098
weapon_mor_m418	-4896.921387 -1298.751221 825.219360	1.540 2.868 82.985
weapon_mor_m418	-4795.021484 -5070.215332 865.225098	1.538 -11.084 83.061
weapon_mor_m418	-4793.633301 -5060.895996 865.050049	-4.634 -14.053 72.872
weapon_mor_m418	-4578.375977 -6973.973633 -110.775826	1.532 -11.249 83.139
weapon_mor_m418	-3173.759033 -6809.938965 -109.771301	1.540 -11.289 83.098
weapon_mor_blaster	-322.467285 -6394.030762 -110.062531	2.755 -20.105 -83.697
weapon_mor_blaster	-732.915833 616.782410 -14.050414	2.632 -20.154 -84.174
weapon_mor_blaster	-4713.356934 -4812.812500 865.950989	2.618 -20.160 -84.230
weapon_mor_scarm8	61.550003 -4942.091309 -110.750397	0.353 9.321 84.797
weapon_mor_scarm8	-59.827465 -8161.544922 585.255005	0.332 9.321 84.908
weapon_mor_scarm8	-5144.658691 -622.462708 -110.752602	0.361 9.321 84.752
weapon_mor_scarm8	-5499.938477 -1018.804993 817.229248	0.431 9.319 84.379
weapon_mor_scarm8	-5038.270508 -4816.102051 865.216003	0.482 9.317 84.106
weapon_mor_scarm8	-5086.161133 -4814.117676 865.223877	0.452 9.319 84.267
item_ammo_pistol_mor	-330.756836 -6990.969727 -111.611305	-0.096 -0.020 -0.029
item_ammo_pistol_mor	-331.176819 -6972.437012 -111.523048	-0.262 0.158 -0.222
item_ammo_pistol_mor	-323.740692 -6985.880859 -111.657028	-0.136 -0.019 -0.041
item_ammo_pistol_mor	-321.675140 -6967.341797 -111.551575	-0.828 0.271 -0.582
item_ammo_pistol_mor	-723.651245 -457.536957 -103.543312	0.948 0.529 0.046
item_ammo_pistol_mor	-731.782166 -457.742493 -103.533318	-0.212 0.691 -0.199
item_ammo_pistol_mor	-732.999146 -457.707092 -92.054985	0.336 0.010 -0.197
item_ammo_pistol_mor	-197.284744 1065.642212 -71.530128	0.419 -0.288 0.140
item_ammo_pistol_mor	-204.494537 1061.095947 -71.538391	0.357 -0.015 0.104
item_ammo_pistol_mor	-203.136414 1063.542847 -60.034138	0.353 0.020 0.108
item_ammo_pistol_mor	-109.195313 1067.095215 -71.537498	0.095 -0.051 0.034
item_ammo_pistol_mor	-116.403404 1067.682495 -71.539024	-0.031 0.069 -0.012
item_ammo_pistol_mor	-112.393105 1068.352417 -60.017551	-0.245 -0.072 0.045
item_ammo_pistol_mor	-95.133011 1063.367798 -70.673561	0.092 -0.040 0.012
item_ammo_pistol_mor	-5733.996582 -208.807205 -111.583847	-0.072 -0.020 -0.022
item_ammo_pistol_mor	-5740.091309 -210.413666 -111.550125	-0.451 0.137 -0.449
item_ammo_pistol_mor	-6814.979004 -795.840271 817.096191	-0.074 -3.329 4.239
item_ammo_pistol_mor	-6821.979004 -800.863770 816.415955	0.377 -0.017 0.167
item_ammo_pistol_mor	-6818.044434 -802.343018 828.266296	2.117 1.653 4.002
item_ammo_pistol_mor	-5111.447754 -5198.337402 864.360718	-0.121 -0.019 -0.037
item_ammo_pistol_mor	-5100.500977 -5197.914551 864.387024	-0.098 -0.020 -0.030
item_ammo_pistol_mor	-5112.087402 -5218.746094 864.333313	-0.145 -0.018 -0.044
item_ammo_pistol_mor	-5099.935059 -5220.982422 864.427734	-0.062 -0.020 -0.019
item_ammo_pistol_mor	-5111.221680 -5244.517578 864.404175	-0.083 -0.020 -0.025
item_ammo_pistol_mor	-5100.362305 -5247.184570 864.338196	-0.140 -0.019 -0.043
item_ammo_pistol_mor	-5112.837402 -5270.213379 864.317627	-0.158 -0.017 -0.048
item_ammo_pistol_mor	-5099.810059 -5267.692871 864.347656	-0.132 -0.019 -0.040
item_ammo_pistol_mor	-4677.267578 -4815.077148 867.316467	89.572 179.246 179.628
item_ammo_pistol_mor	-4662.001465 -4816.719238 867.069275	65.377 14.714 -0.007
item_ammo_pistol_mor	-4649.206055 -4812.930664 865.476074	20.367 14.535 -0.100
item_ammo_pistol_mor	-4646.266113 -4817.418945 880.664734	-64.813 -165.801 158.933
item_ammo_pistol_mor	-4660.171387 -4815.500488 874.608643	-83.088 -162.188 174.966
item_ammo_pistol_mor	-4662.571289 -4815.212402 877.653198	-6.540 1.463 2.375
item_ammo_pistol_mor	-4643.153809 -5010.290039 864.402588	-0.096 -0.016 -0.024
item_ammo_pistol_mor	-4643.153320 -5036.741211 864.354797	-0.150 -0.018 -0.044
item_ammo_pistol_mor	-4649.158691 -5018.483887 864.372131	-0.232 -0.017 -0.122
item_ammo_pistol_mor	-4649.190430 -5040.120605 864.462463	-0.249 0.176 -0.317
item_ammo_pistol_mor	-4655.203613 -5019.030273 864.449707	-0.190 0.180 -0.244
item_ammo_pistol_mor	-4661.354492 -5036.515625 864.453552	-0.546 0.194 -0.454
item_ammo_pistol_mor	-568.017090 -6758.741699 -111.553566	0.946 -0.373 0.073
item_ammo_pistol_mor	-574.541687 -6750.612793 -111.545555	1.555 1.341 0.215
item_ammo_pistol_mor	-580.814819 -6754.083496 -111.565765	1.300 1.373 -0.001
weapon_mor_m20	-4791.174316 -5088.375977 866.682373	3.676 -11.601 -83.778
weapon_mor_m20	-4791.189941 -5099.360352 866.699463	4.248 -7.469 -83.566
weapon_mor_m20	-1191.933350 -6761.816406 -109.336060	3.761 2.233 -83.613
weapon_medkit	-113.288490 -1857.556152 -102.613853	-37.989 -0.777 1.545
weapon_medkit	240.891174 -2274.570557 -110.597130	-39.329 -0.550 1.130
weapon_medkit	147.244736 1128.908325 -110.601166	-39.002 -0.606 1.233
weapon_medkit	-646.439758 999.248779 -110.599083	-39.171 -0.577 1.180
weapon_medkit	-5886.102051 -1096.639404 817.424438	-41.120 -0.200 0.550
weapon_medkit	-4968.768555 -4817.733887 865.379578	-37.491 -0.865 1.698
weapon_medkit	-4995.675781 -4817.520020 865.330811	-42.729 8.434 1.006
weapon_medkit	-4973.020020 -5070.740723 865.414368	-40.279 -0.371 0.827
weapon_medkit	-4954.074219 -5072.916504 865.395325	-38.732 -0.652 1.319
weapon_medkit	-4955.123535 -5086.810059 865.407532	-39.719 -0.477 1.008
weapon_medkit	-4968.104492 -5086.244141 865.386719	-38.050 -0.769 1.529
weapon_medkit	-5434.906250 -5968.960938 827.773315	2.834 -6.686 6.470
weapon_medkit	-5435.988281 -5925.116699 825.281799	-43.397 -11.551 0.848
weapon_medkit	-5433.391113 -5876.458496 824.892334	-47.009 3.184 3.619
weapon_medkit	-5436.609375 -5823.844238 826.175537	-21.566 -22.718 12.047
weapon_medkit	-3082.220459 -6801.248047 -110.594864	-39.514 -0.517 1.072
weapon_medkit	-3088.789551 -6776.368164 -110.612389	-38.105 -0.763 1.510
weapon_medkit	-2747.884521 -6759.511719 -110.596664	-39.367 -0.542 1.118
weapon_mor_lz400	-255.977936 -7793.612793 816.482361	-2.414 -18.777 85.790
weapon_mor_lz400	-4898.248047 -2848.280029 824.526306	-2.159 -10.927 85.788
weapon_mor_lz400	-4729.154785 -5263.620117 864.534363	-2.125 -17.922 85.763
weapon_mor_lz400	-4702.865723 -5263.884766 865.298706	1.529 -18.725 84.210
weapon_frag	243.577332 -3917.157471 -108.496124	2.116 0.266 -0.887
weapon_frag	-48.418747 -8243.970703 587.516602	1.933 0.226 -0.810
