# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_temple_v1
# Exported by: Demonkush
setting:	replacespawns 1
mor_random_ammo	-305.633911 -593.033875 0.431822	-0.176 -0.318 0.246
mor_random_ammo	-290.724854 -637.080872 0.392228	0.616 0.005 0.695
mor_random_ammo	-309.546967 -600.214294 0.381008	0.189 0.001 0.170
mor_random_ammo	-339.137695 -564.017456 0.394313	0.932 0.011 1.081
mor_random_ammo	74.576065 -1919.485596 32.376175	0.136 0.000 0.103
mor_random_ammo	84.543282 -1903.537109 32.376331	-0.122 0.000 -0.085
mor_random_ammo	77.010727 -1941.023926 32.435341	1.283 0.031 1.554
mor_random_ammo	84.013367 -1923.911377 32.452450	0.871 0.024 1.050
mor_random_ammo	76.299515 -1963.689941 32.337635	0.047 0.000 -0.025
mor_random_ammo	-23.368101 -2501.385986 8.325946	-0.045 -0.000 -0.031
mor_random_ammo	-32.900604 -2480.094482 8.354114	-0.053 -0.000 -0.008
mor_random_ammo	-17.571217 -2489.805176 8.378206	-0.130 -0.000 0.098
mor_random_ammo	218.250977 499.312134 248.322662	0.045 0.000 -0.032
mor_random_ammo	227.557678 512.778870 248.339920	0.046 0.000 -0.023
mor_random_ammo	216.941711 539.522278 248.367264	0.079 -0.000 -0.031
mor_random_ammo	224.970764 533.073364 248.379456	0.160 0.001 0.136
mor_random_ammo	213.834793 568.387878 248.354111	-0.052 -0.000 -0.008
mor_random_ammo	223.964859 570.094910 248.483475	-0.334 -0.018 0.402
mor_random_ammo	222.130875 552.515076 248.346786	0.048 -0.000 0.017
mor_random_ammo	-692.500916 -408.060333 256.394684	1.276 0.020 1.498
mor_random_ammo	-673.120056 -398.269226 256.436737	1.220 0.030 1.474
mor_random_ammo	806.050598 1438.041748 0.442424	-1.623 -0.036 1.960
mor_random_ammo	769.329163 1438.232178 0.345354	-0.049 -0.000 -0.019
mor_random_ammo	809.324097 1411.306396 0.322763	0.047 -0.000 0.033
mor_random_ammo	769.760864 1415.411743 0.318201	-0.047 -0.000 -0.035
mor_random_ammo	318.855164 1435.563721 0.414619	-1.261 -0.019 1.480
mor_random_ammo	357.776520 1434.524536 0.328591	-0.047 -0.000 -0.031
mor_random_ammo	316.798523 1405.570068 0.374485	-0.110 -0.000 0.070
mor_random_ammo	357.662506 1410.957397 0.382133	-0.173 -0.001 0.150
mor_random_ammo	747.090271 485.699249 0.363499	0.072 0.000 0.018
mor_random_ammo	761.996033 484.717621 0.372754	0.109 0.000 0.069
mor_random_ammo	812.223083 -165.180252 24.339920	0.046 0.000 -0.023
mor_random_ammo	1193.926636 573.913879 -179.560806	1.210 0.030 1.466
mor_random_ammo	1201.738525 1430.874146 0.431423	1.388 0.032 1.683
mor_random_ammo	1201.662720 1457.474121 0.346827	0.050 0.000 -0.017
mor_random_ammo	1234.547485 1454.087769 0.318202	-0.047 -0.000 -0.035
mor_random_ammo	1456.051880 1202.821411 0.335274	0.047 -0.000 0.027
mor_random_ammo	1457.301636 1229.317139 0.344586	0.049 0.000 -0.019
mor_random_ammo	1426.989502 1200.092285 0.342306	0.048 0.000 -0.022
mor_random_ammo	850.345947 -851.795227 192.393509	-0.350 -0.002 0.370
mor_random_ammo	-1213.719727 -1884.056030 32.331093	-0.047 -0.000 -0.029
mor_random_ammo	-1237.434326 -1880.588379 32.366646	-0.078 -0.000 0.027
mor_random_ammo	1.553614 -352.793457 0.335248	0.047 0.000 -0.027
mor_random_ammo	2608.362549 23.798006 48.361538	0.067 0.000 0.012
mor_random_ammo	2592.458252 12.510425 48.382355	0.214 -0.001 -0.201
mor_random_ammo	-490.129150 741.367859 0.342305	0.048 0.000 -0.022
mor_random_ammo	-514.712280 728.271606 0.351219	0.053 -0.000 0.011
mor_random_ammo	-528.110901 714.222107 0.389099	0.418 0.003 0.453
weapon_mor_vek	-1327.186646 1751.708496 1.113029	0.340 -3.093 88.749
weapon_mor_vek	584.476440 378.832672 5.094870	0.605 -3.088 88.486
item_ammo_smg1_mor	-1340.800171 1741.207153 0.484731	-0.879 0.002 -0.575
item_ammo_smg1_mor	-107.414604 1882.730835 8.422301	-0.475 0.004 0.307
item_ammo_smg1_mor	-92.840462 1883.640137 8.511052	-0.317 0.013 -0.267
item_ammo_smg1_mor	-2503.482178 -12.082747 0.437069	1.089 0.001 0.718
item_ammo_smg1_mor	-2480.699463 -11.069215 0.399280	0.153 -0.005 0.090
item_ammo_smg1_mor	-811.830933 -845.440918 0.414308	-0.019 -0.032 0.027
item_ammo_smg1_mor	-837.428223 -842.460449 0.506143	-0.299 0.025 -0.267
item_ammo_smg1_mor	-606.314636 -303.991028 0.519301	-0.065 -0.073 0.021
item_ammo_smg1_mor	-594.236084 -302.678040 0.544115	-0.077 -0.042 0.003
item_ammo_smg1_mor	-78.094139 -1929.200928 32.386410	-0.088 0.005 0.047
item_ammo_smg1_mor	-91.754013 -1929.672363 32.505062	-0.020 -0.015 -0.006
item_ammo_smg1_mor	1218.358276 -1880.657593 32.521107	0.240 -0.014 -0.203
item_ammo_smg1_mor	1220.639404 -1852.270752 32.420147	0.420 -0.004 0.270
item_ammo_smg1_mor	711.376587 -388.742828 0.391675	-0.110 0.005 0.061
item_ammo_smg1_mor	727.981079 -389.845581 0.510807	0.327 -0.011 -0.276
item_ammo_smg1_mor	332.318298 662.715942 256.396790	-0.136 0.005 0.079
item_ammo_smg1_mor	-624.765625 -662.531616 256.399292	0.153 0.005 -0.091
item_ammo_smg1_mor	-643.347534 -648.895081 256.514191	-0.273 -0.014 0.229
item_ammo_smg1_mor	1456.770508 1879.051147 32.523304	0.213 -0.016 -0.186
item_ammo_smg1_mor	1452.295410 1851.687622 32.389061	-0.099 0.005 0.054
item_ammo_smg1_mor	623.004944 380.617493 4.411568	-0.088 0.086 0.040
item_ammo_smg1_mor	-275.247833 696.953186 232.394241	0.122 -0.005 0.070
item_ammo_smg1_mor	-292.421387 697.144897 232.498581	-0.850 0.013 -0.636
item_ammo_smg1_mor	-443.277832 1838.694580 0.378204	-0.065 0.005 0.031
item_ammo_smg1_mor	-266.534363 -85.684998 10.411220	0.266 -0.005 0.167
item_ammo_smg1_mor	-290.282410 -85.973618 10.481691	-0.380 -0.001 -0.365
item_ammo_smg1_mor	441.764404 220.993698 24.413504	0.300 -0.005 0.190
item_ammo_smg1_mor	-381.347534 372.283936 0.537686	-0.108 0.215 -0.113
item_ammo_smg1_mor	-392.411713 352.587128 0.492010	0.585 -0.117 0.430
item_ammo_smg1_mor	459.968140 -295.448792 0.518848	-0.236 0.015 -0.207
item_ammo_smg1_mor	1718.757324 199.448547 0.389061	-0.098 0.005 0.053
item_ammo_smg1_mor	1741.784302 201.355957 0.502041	0.729 -0.011 -0.545
item_ammo_smg1_mor	1318.819092 -23.469748 0.514722	0.372 0.061 -0.295
item_ammo_smg1_mor	1294.519531 -21.847036 0.521452	0.222 -0.015 -0.194
item_ammo_smg1_mor	-449.518677 -260.476715 35.918827	0.194 -0.005 0.127
item_ammo_smg1_mor	-1018.918701 1336.400269 0.506676	-0.531 0.010 -0.417
item_ammo_smg1_mor	501.865753 481.054199 224.514633	0.258 -0.012 -0.226
mor_random_rifle	-1310.083984 1888.395020 32.861748	2.150 -5.702 83.924
mor_random_rifle	-1269.037354 1850.739624 32.864475	2.115 -5.692 83.897
mor_random_rifle	-2100.270752 -14.664527 -7.138252	2.150 -5.702 83.924
mor_random_rifle	-458.327057 -727.589722 -31.135275	2.112 -5.691 83.895
mor_random_rifle	86.570480 -2096.383789 32.860996	2.159 -5.102 83.931
mor_random_rifle	86.543816 -2168.095703 32.805328	2.050 -5.261 83.353
mor_random_rifle	1373.887817 -1869.675903 32.862240	2.143 -5.700 83.919
mor_random_rifle	297.656097 -743.797302 235.238663	-6.030 -4.069 88.946
mor_random_rifle	662.459351 596.718262 256.864716	2.112 -5.691 83.895
mor_random_rifle	576.136536 650.632080 256.851563	2.177 -4.563 84.052
mor_random_rifle	-563.140869 -649.536987 256.864380	2.116 -5.692 83.898
mor_random_rifle	-683.359009 -255.096649 256.865265	2.105 -5.690 83.889
mor_random_rifle	-720.687134 421.438416 0.857561	2.299 -1.949 84.101
mor_random_rifle	1346.011841 1620.181274 1.003740	2.056 -11.751 85.378
mor_random_rifle	26.759403 2092.385254 0.862240	2.143 -5.700 83.919
mor_random_rifle	231.832352 444.896667 8.850581	2.146 -6.171 83.990
mor_random_rifle	1733.939087 -190.951187 0.861747	2.150 -5.702 83.924
mor_random_rifle	2089.166260 -4.584368 0.862359	2.142 -5.699 83.918
mor_random_rifle	793.955505 -104.093452 0.863649	2.125 -5.693 83.905
mor_random_rifle	-476.692078 -447.289886 224.865189	2.106 -5.690 83.890
weapon_mor_p229	-1202.273438 1886.770630 32.188110	36.469 0.383 0.037
info_alien_spawn	52.374237 109.707375 1009.542786	-0.050 -0.000 0.050
info_alien_spawn	-42.948555 117.745140 1009.517700	0.251 -0.100 -0.050
info_alien_spawn	-107.564232 27.660009 1009.527222	-0.063 0.000 0.063
info_alien_spawn	-79.499184 -96.153389 1009.516663	-0.097 0.000 0.097
info_alien_spawn	53.387131 -104.454292 1009.519104	-0.070 -0.000 0.070
info_alien_spawn	101.538841 -36.061512 1009.533508	-0.058 0.000 0.058
info_alien_spawn	103.718178 47.062836 1009.520325	0.069 0.000 0.069
info_alien_spawn	-123.444725 322.123596 1025.516724	-0.072 -0.000 0.072
info_alien_spawn	-19.860794 331.084229 1025.539307	-0.053 0.000 0.053
info_alien_spawn	72.075745 353.039612 1025.501709	-0.085 0.000 0.085
info_alien_spawn	184.425385 323.822418 1025.512817	-0.076 0.000 0.076
info_alien_spawn	255.176575 248.148849 1025.435791	-3.574 0.071 2.811
info_alien_spawn	313.167755 160.630890 1025.516724	-0.072 -0.000 0.072
info_alien_spawn	356.173065 63.723991 1025.560791	-0.034 0.000 0.034
info_alien_spawn	376.921783 -60.121365 1025.526123	-0.064 0.000 0.064
info_alien_spawn	371.339783 -154.303482 1025.554443	-0.039 0.000 0.040
info_alien_spawn	304.165131 -242.348862 1025.552979	-0.041 -0.000 0.041
info_alien_spawn	231.855362 -290.139709 1025.529419	-0.061 -0.000 0.061
info_alien_spawn	129.352448 -302.962189 1025.555786	-0.038 0.000 0.038
info_alien_spawn	17.295641 -303.968231 1025.507446	-0.080 -0.000 0.080
info_alien_spawn	-92.390556 -285.025421 1025.531006	-0.169 -0.207 0.104
info_alien_spawn	-209.341217 -307.975037 1025.552979	0.041 0.000 0.041
info_alien_spawn	-317.522064 -179.290054 1025.538330	-0.053 0.000 0.053
info_alien_spawn	-332.638397 -109.233055 1025.525024	-0.065 -0.000 0.065
info_alien_spawn	-336.617401 -46.049843 1025.504639	-0.083 0.000 0.083
info_alien_spawn	-328.689453 43.729660 1025.568237	-0.027 -0.000 0.028
info_alien_spawn	-302.078094 119.422951 1025.546143	-0.047 -0.000 0.047
info_alien_spawn	-287.919678 217.884476 1025.537842	-0.229 0.021 0.104
info_alien_spawn	-203.219971 308.602203 1025.537476	-0.054 0.000 0.054
info_alien_spawn	-66.433022 337.267090 1025.555786	-0.038 0.000 0.038
info_alien_spawn	-100.621918 -43.041576 1009.522705	-0.067 0.000 0.067
info_alien_spawn	-95.571404 78.849014 1009.520325	-0.069 -0.000 0.069
info_alien_spawn	-10.437434 -104.195236 1009.532532	-0.059 0.000 0.059
info_alien_spawn	2.088236 113.142532 1009.535461	0.179 -0.037 -0.060
mor_random_weapon	1326.445190 1323.758789 25.206060	1.807 4.711 -92.753
mor_random_weapon	1326.477905 -1324.120117 25.230602	1.530 4.680 -93.388
mor_random_weapon	-1325.796875 -1330.281860 25.238073	1.445 4.667 -93.582
mor_random_weapon	-1329.189209 1326.042969 25.196125	1.919 4.718 -92.497
mor_random_weapon	-1474.524170 1869.733643 33.202061	1.852 4.715 -92.650
mor_random_weapon	79.876450 -1993.931885 33.210060	1.762 6.222 -92.857
mor_random_weapon	19.299824 -2488.708740 9.191580	1.934 5.710 -92.604
mor_random_weapon	-671.566467 -426.927521 257.227356	1.566 4.275 -93.304
mor_random_weapon	831.502625 1350.481079 9.180304	2.054 5.699 -92.357
mor_random_weapon	830.732361 1310.582764 9.213278	1.703 5.717 -93.078
mor_random_weapon	830.746643 1334.137329 9.169194	2.172 5.688 -92.115
mor_random_weapon	823.662109 1297.634155 9.225897	1.575 6.228 -93.316
mor_random_weapon	830.543030 1366.445923 9.200974	1.834 5.712 -92.809
mor_random_weapon	751.058594 452.781128 1.200644	1.868 4.716 -92.613
mor_random_weapon	-1211.842773 -1857.788330 33.207928	1.786 4.709 -92.802
mor_random_weapon	-444.688354 1896.571045 11.199183	1.884 4.716 -92.576
mor_random_weapon	-29.713062 -339.767517 1.207929	1.786 4.709 -92.802
mor_random_weapon	2579.931152 28.694277 49.227131	1.569 4.686 -93.298
item_ammo_battery_mor	-1203.679077 1850.131226 38.093361	0.025 -0.095 0.206
item_ammo_battery_mor	-1714.666138 187.854828 6.103350	0.023 -0.095 0.188
item_ammo_battery_mor	-669.653870 -333.347046 262.068359	0.031 -0.092 0.251
item_ammo_battery_mor	858.576233 482.700104 10.086373	0.009 0.020 0.509
item_ammo_battery_mor	618.469177 304.608765 10.107985	-0.079 0.012 0.348
item_ammo_battery_mor	168.446960 1880.214844 6.076575	0.029 -0.094 0.236
item_ammo_battery_mor	169.146149 1898.205688 6.106483	0.022 -0.096 0.183
item_ammo_battery_mor	-660.206604 -599.369995 262.078552	0.029 -0.094 0.232
item_ammo_buckshot_mor	443.509979 1986.992798 24.377663	0.305 0.003 -0.163
item_ammo_buckshot_mor	439.742981 2008.998169 24.469774	-0.332 -0.006 0.295
item_ammo_buckshot_mor	-1197.048096 -119.206383 4.507157	0.098 -6.428 0.010
item_ammo_buckshot_mor	-1204.549561 -118.898277 4.492071	-0.052 -6.438 0.008
item_ammo_buckshot_mor	687.722534 416.039246 256.398804	-0.923 -0.010 0.817
item_ammo_buckshot_mor	672.427979 443.284393 256.350464	0.838 0.002 -0.671
item_ammo_buckshot_mor	557.943604 165.719070 228.408524	0.056 -0.038 0.075
item_ammo_buckshot_mor	-1402.444458 -1859.351685 32.499130	-0.059 0.090 0.045
item_ammo_buckshot_mor	-1396.688354 -1888.354370 32.393024	-0.965 -0.004 0.856
weapon_mor_beretta	-442.851715 -279.986786 9.523860	87.057 -18.094 -50.795
need_food	257.501251 2243.578857 63.046497	-8.500 -89.159 -6.115
need_food	262.964050 2183.398193 18.293550	-0.000 89.884 -0.000
need_food	-11.364300 2247.102539 68.285591	-0.084 -90.036 0.028
need_food	6.115089 2176.996338 18.284000	-0.023 -90.125 -0.000
need_food	162.881104 1983.041992 58.281147	0.048 -98.089 -0.013
need_food	151.347855 2042.162842 30.131598	0.059 -91.656 180.000
need_food	-1.076088 1979.792114 58.271156	-0.110 85.920 0.007
need_food	-163.016373 1981.060913 70.159828	49.176 95.212 -16.057
need_food	-244.642593 2233.837891 55.859924	-1.484 95.247 6.129
need_food	6.656349 2045.176025 18.278082	-0.037 -86.380 0.000
need_food	-171.939621 2041.580933 18.194244	-0.038 91.810 -0.003
need_food	-253.223892 2182.990723 18.697556	-1.035 91.102 0.013
need_wash	-1861.261597 -160.325958 26.272381	-0.051 13.390 -0.000
need_wash	-2106.168213 -161.541138 26.272919	0.032 -14.593 0.015
need_wash	-2370.375000 -153.025650 26.251352	-0.037 -3.698 -0.069
need_wash	-2365.194824 157.530807 26.247360	-0.112 0.128 -0.000
need_wash	-2110.182129 158.422104 26.293550	0.000 0.292 0.000
need_wash	-1854.704712 159.032913 26.293550	-0.000 0.500 0.000
need_bed	-432.905518 -2220.210938 46.773144	11.497 -1.711 -0.364
need_bed	-371.414063 -2216.698242 42.186405	0.007 0.008 0.012
need_bed	-455.381378 -2050.327881 50.237572	0.126 0.164 -0.011
need_bed	-379.961243 -2046.657227 42.205341	0.021 0.009 0.009
need_bed	-432.536072 -1873.537476 46.660202	11.693 1.896 0.170
need_bed	-370.210266 -1872.925049 42.144299	0.022 0.011 0.018
need_bed	418.290802 -1875.121582 42.256401	0.075 0.044 0.013
need_bed	370.355682 -1874.628784 42.239037	-0.089 0.039 0.152
need_bed	429.629791 -2041.773193 46.396461	-10.467 2.423 -0.503
need_bed	375.061920 -2048.688965 42.287201	-0.075 -0.179 0.061
need_bed	427.775391 -2223.033691 42.282097	-0.024 -0.009 0.011
need_bed	379.863007 -2219.061523 42.261536	0.007 -0.011 -0.069
weapon_glowstick	-1370.064941 1872.314331 38.978436	-0.555 0.832 -0.122
weapon_glowstick	-1350.868774 1864.358643 38.972790	-0.581 0.834 -0.127
weapon_glowstick	-1365.135864 1844.725952 39.057102	-0.196 0.884 -0.043
weapon_glowstick	-1148.057617 1853.355713 38.987293	-0.514 0.844 -0.113
weapon_glowstick	-1201.918213 1189.775757 7.008791	-0.416 0.866 -0.091
weapon_glowstick	196.654984 2361.529053 6.976584	-0.563 0.832 -0.124
weapon_glowstick	-2271.156006 -135.036636 6.970853	-0.589 0.831 -0.129
weapon_glowstick	-2284.553467 -133.312317 7.062536	-0.171 0.884 -0.037
weapon_glowstick	-816.311035 162.961624 31.045223	2.087 0.046 1.441
weapon_glowstick	-635.279541 -258.911682 6.978438	-0.555 0.832 -0.122
weapon_glowstick	-625.277039 -257.714203 7.004562	-0.436 0.866 -0.096
weapon_glowstick	100.981010 -2509.344727 11.058800	1.735 0.035 1.250
weapon_glowstick	93.041016 -2512.722656 11.014591	-0.155 0.100 2.972
weapon_glowstick	1420.408447 -1882.456909 38.970852	-0.589 0.831 -0.129
weapon_glowstick	1410.450439 -1860.296021 38.954224	-0.665 0.796 -0.146
weapon_glowstick	470.679230 -853.178040 6.937266	0.459 -0.827 0.627
weapon_glowstick	625.832825 -1070.710938 199.017944	-0.375 0.873 -0.082
weapon_glowstick	464.364899 -1064.325195 199.023911	-0.347 0.876 -0.076
weapon_glowstick	678.170105 227.938217 263.020386	-0.363 0.874 -0.080
weapon_glowstick	660.611572 212.484207 262.947449	-0.696 0.766 -0.153
weapon_glowstick	233.237717 501.393616 295.046021	-1.394 0.669 0.614
weapon_glowstick	-227.811890 -474.095001 240.949738	-0.685 0.793 -0.150
weapon_glowstick	-205.092194 -478.901489 240.987274	-0.514 0.844 -0.113
weapon_glowstick	-661.444458 -198.735840 262.978424	-0.555 0.832 -0.122
weapon_glowstick	-821.118835 843.269348 11.008681	-0.164 0.104 3.157
weapon_glowstick	-79.000999 854.774353 16.996662	0.292 -0.894 0.398
weapon_glowstick	-92.578522 858.576172 16.948252	0.358 0.006 0.689
weapon_glowstick	-84.786339 873.606689 16.972286	0.361 -0.879 0.492
weapon_glowstick	268.844574 1230.330811 11.043379	0.473 -0.095 3.270
weapon_glowstick	275.904449 1229.431885 11.018485	0.593 -0.069 4.281
weapon_glowstick	271.562012 1237.881226 10.955842	0.407 -0.860 0.555
weapon_glowstick	1483.132813 1873.573853 38.976585	-0.563 0.832 -0.124
weapon_glowstick	1510.637085 1856.010620 38.960701	-0.636 0.815 -0.139
weapon_glowstick	1045.265015 530.351746 -189.867844	-13.188 -62.688 -90.000
weapon_glowstick	1190.212280 560.320435 -172.975250	0.213 -0.911 0.290
weapon_glowstick	-475.510742 -2186.329346 6.960700	-0.636 0.815 -0.139
weapon_glowstick	463.870728 -2212.430664 39.032509	2.500 0.062 1.803
weapon_glowstick	475.248901 -1908.202515 6.964854	-0.617 0.816 -0.135
weapon_glowstick	-1201.659058 -1442.421265 6.983831	-0.530 0.845 -0.116
weapon_glowstick	-1212.371338 -1455.108521 6.935447	-0.751 0.728 -0.165
weapon_glowstick	-1504.177490 -1864.892456 38.945122	-0.707 0.765 -0.155
weapon_glowstick	-1520.563477 -1848.846802 38.958572	-0.645 0.795 -0.141
weapon_glowstick	-1160.823975 -1875.933472 38.949741	-0.686 0.793 -0.150
weapon_glowstick	-1136.238403 -1853.142578 39.001633	-0.449 0.861 -0.098
weapon_glowstick	-6.547417 1852.156982 17.060057	0.113 -0.918 0.154
weapon_glowstick	226.589020 -464.356354 10.972285	0.361 -0.879 0.492
weapon_glowstick	431.442688 -193.335007 16.942127	0.446 -0.842 0.608
weapon_glowstick	439.412201 -204.317993 17.040001	0.169 -0.915 0.231
weapon_glowstick	2582.689209 -34.168800 54.972794	-0.581 0.834 -0.127
weapon_glowstick	2478.100098 76.910988 7.012835	-0.398 0.871 -0.087
weapon_glowstick	2444.875000 90.867424 6.988985	-0.507 0.853 -0.111
weapon_glowstick	-1583.731079 194.409103 7.055393	1.830 0.038 1.319
weapon_glowstick	594.916992 479.157684 7.084419	0.686 0.013 0.494
weapon_mor_zx9	118.914795 2434.272949 5.079568	-2.739 -0.946 0.221
weapon_mor_zx9	-2500.367432 41.011337 5.049908	-2.771 -0.951 0.336
weapon_mor_zx9	-653.864136 -636.282166 13.043158	-2.779 -0.952 0.362
weapon_mor_zx9	536.697021 -1052.736694 205.063522	-2.730 -0.414 0.450
weapon_mor_zx9	-311.502502 -652.651672 261.084442	-2.733 -0.946 0.202
weapon_mor_zx9	284.747833 1296.864014 12.960382	-11.404 -2.323 -0.308
weapon_mor_zx9	285.782104 1334.561523 12.984423	-11.725 -1.965 -0.227
weapon_mor_zx9	284.319611 1366.646484 12.999967	-11.219 -2.306 -0.093
weapon_mor_zx9	1318.398804 1866.867920 33.062424	-2.731 -0.414 0.457
weapon_mor_zx9	610.190613 524.475525 9.144508	-2.535 -2.960 0.403
weapon_mor_zx9	-2588.498779 -26.733795 53.028023	-2.795 -0.954 0.421
weapon_mor_zx9	-2596.457031 28.614513 53.026379	-2.797 -0.953 0.427
weapon_mor_m418	823.105164 -814.222656 11.210361	1.539 2.748 82.876
weapon_mor_blaster	-1725.966797 165.092850 0.818430	2.209 -18.342 -83.764
weapon_mor_blaster	-686.584839 -347.514130 256.822968	2.211 -18.361 -83.811
weapon_mor_blaster	588.189331 299.065277 4.853012	2.223 -18.473 -84.119
weapon_mor_scarm8	437.459137 1963.647827 26.216629	-5.685 8.644 88.119
weapon_mor_scarm8	-1208.360474 -107.369637 23.943142	47.728 -3.695 81.825
weapon_mor_scarm8	676.564270 483.761414 257.257568	0.322 9.321 84.961
weapon_mor_scarm8	566.629089 157.454407 239.941132	-63.073 14.038 79.574
weapon_mor_scarm8	-1443.431641 -1873.103516 33.235424	0.407 9.320 84.506
item_ammo_pistol_mor	-1598.098267 1741.976685 0.383597	-0.101 -0.020 -0.030
item_ammo_pistol_mor	-1603.574097 1775.494995 0.342978	-0.136 -0.019 -0.041
item_ammo_pistol_mor	-1585.994385 1772.568237 0.320289	-0.156 -0.017 -0.047
item_ammo_pistol_mor	-2505.835449 -58.002579 0.385324	-0.099 -0.020 -0.030
item_ammo_pistol_mor	-2516.068848 -36.404228 0.354311	-0.126 -0.019 -0.038
item_ammo_pistol_mor	-2496.598145 -35.921310 0.325601	-0.151 -0.018 -0.046
item_ammo_pistol_mor	-708.893311 172.572189 24.385323	-0.099 -0.020 -0.030
item_ammo_pistol_mor	-726.525513 170.048157 24.402687	-0.084 -0.020 -0.025
item_ammo_pistol_mor	-104.487885 -2185.850830 0.354311	-0.126 -0.019 -0.038
item_ammo_pistol_mor	-102.900291 -2154.087158 0.360711	-0.121 -0.019 -0.036
item_ammo_pistol_mor	-102.787315 -2124.208984 0.362781	-0.119 -0.019 -0.036
item_ammo_pistol_mor	-103.207191 -2088.402588 0.372673	-0.110 -0.020 -0.033
item_ammo_pistol_mor	-70.297325 -2132.706543 32.335751	-0.142 -0.019 -0.043
item_ammo_pistol_mor	-70.652092 -2177.003174 32.333275	-0.145 -0.018 -0.044
item_ammo_pistol_mor	-69.869423 -2077.326416 32.423309	-0.066 -0.020 -0.020
item_ammo_pistol_mor	1485.115356 -1879.981201 32.364819	-0.117 -0.019 -0.035
item_ammo_pistol_mor	1502.933350 -1860.099731 32.390350	-0.095 -0.020 -0.029
item_ammo_pistol_mor	1452.846558 -1872.532959 32.404129	-0.083 -0.020 -0.025
item_ammo_pistol_mor	1477.775635 -1850.456543 32.383598	-0.101 -0.020 -0.030
item_ammo_pistol_mor	507.442413 653.873352 256.383606	-0.101 -0.020 -0.030
item_ammo_pistol_mor	476.073517 649.203918 256.442139	-0.049 -0.020 -0.015
item_ammo_pistol_mor	527.763306 650.400024 256.442139	-0.049 -0.020 -0.015
item_ammo_pistol_mor	409.766266 644.448914 256.401215	-0.085 -0.020 -0.026
item_ammo_pistol_mor	-1289.574951 -1744.410767 0.391974	-0.093 -0.020 -0.028
item_ammo_pistol_mor	-1318.785767 -1742.448364 0.372673	-0.110 -0.020 -0.033
item_ammo_pistol_mor	-1358.754883 -1746.315918 0.370754	-0.112 -0.020 -0.034
item_ammo_pistol_mor	-247.877502 1590.203735 48.333275	-0.145 -0.018 -0.044
item_ammo_pistol_mor	-460.267670 -296.873962 8.417109	-0.238 -0.061 0.017
item_ammo_pistol_mor	2409.323730 -97.913567 0.360711	-0.121 -0.019 -0.036
weapon_mor_m20	-2201.041748 134.636673 2.691751	3.637 -11.164 -83.931
weapon_mor_medkit	-1422.724487 1882.916382 32.481419	-0.852 -0.264 0.032
weapon_mor_medkit	-1434.261353 1848.143311 32.484703	-0.775 -0.277 0.042
weapon_mor_medkit	445.322357 1968.541626 64.449471	-0.350 1.402 -0.476
weapon_mor_medkit	59.826134 2362.650391 0.480761	-0.867 -0.264 0.030
weapon_mor_medkit	-2307.670898 -135.844681 0.482678	-0.822 -0.269 0.036
