# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_facility_b2_re
# Exported by: Demonkush ( ͡° ͜ʖ ͡°)
setting:	replacespawns 1
weapon_glowstick	884.314636 1381.541016 -1273.003296	-0.446 0.797 -0.089
weapon_glowstick	3563.210938 732.884827 -1248.932617	1.402 0.026 1.001
weapon_glowstick	3585.131836 714.062927 -1248.976685	2.985 0.077 2.133
weapon_glowstick	1093.769165 1469.053589 -249.014801	-0.496 0.782 -0.099
weapon_glowstick	2678.551025 465.219635 -1269.023438	-0.563 0.832 -0.124
weapon_glowstick	4065.979004 2286.533203 -1273.069702	-0.774 0.733 -0.170
weapon_glowstick	-625.338135 -3091.280273 -825.019714	-0.546 0.843 -0.120
weapon_glowstick	-184.820007 -1971.135986 -153.038925	1.042 0.026 1.058
weapon_glowstick	-191.849030 -1981.737427 -152.962540	-0.285 0.880 -0.063
weapon_glowstick	-191.052811 1420.165161 -152.925735	-0.117 0.885 -0.026
weapon_glowstick	-184.432846 1432.771484 -153.027222	-0.580 0.834 -0.127
weapon_glowstick	-1881.598633 1423.708008 -1033.054688	0.638 -0.006 -0.096
weapon_glowstick	3585.644287 -21.498472 -1248.961792	-0.267 0.816 -0.053
weapon_glowstick	2063.753174 -596.003784 -1273.035156	-0.617 0.816 -0.135
weapon_glowstick	1570.809204 -350.249573 -1241.020142	-0.519 0.781 -0.103
weapon_glowstick	393.308777 1133.348999 -1055.697388	-0.087 0.686 -0.019
weapon_glowstick	-521.543701 94.552483 -125.780579	-0.405 0.656 -0.089
weapon_glowstick	-179.281982 -2441.738770 -152.995438	-0.436 0.866 -0.096
weapon_glowstick	3851.128174 -3026.824707 -1272.974976	-0.342 0.876 -0.075
weapon_glowstick	559.702881 -3027.607178 -1272.996948	-0.442 0.861 -0.097
weapon_glowstick	-1761.809570 1502.977417 -625.050720	-0.651 0.734 -0.129
weapon_glowstick	-1766.292236 -2514.298584 -249.037689	-0.515 0.605 -0.123
weapon_mor_zx9	1524.441772 -157.877670 -1242.940674	-2.761 -0.787 0.299
weapon_mor_zx9	3549.645752 291.646851 -1250.911255	-2.729 -0.783 0.185
weapon_mor_zx9	-202.144012 1786.075562 -250.936142	-2.756 -0.787 0.281
weapon_mor_zx9	-191.491135 1868.891602 -250.936142	-2.756 -0.787 0.281
weapon_mor_blaster	3766.292480 790.424927 -1230.713501	1.840 -20.646 -86.074
weapon_mor_blaster	-1576.355225 813.061340 -623.143188	2.063 -20.100 -84.129
weapon_mor_blaster	1672.078125 -539.534302 -1182.123291	2.041 -20.549 -85.724
weapon_mor_blaster	-405.171661 -602.009277 -223.029236	2.138 -18.674 -85.554
weapon_mor_blaster	2661.545166 -600.190918 -1279.177124	2.211 -18.361 -83.811
weapon_mor_blaster	-735.783997 -2063.409668 -159.029144	2.222 -18.330 -85.409
weapon_mor_blaster	-832.000305 1333.870850 -159.105133	2.239 -18.492 -84.548
weapon_mor_scarm8	-994.612610 -592.127075 -254.754486	0.368 9.321 84.713
weapon_mor_scarm8	-419.275513 1312.285156 -254.774292	0.501 9.309 84.231
weapon_mor_scarm8	976.001526 1016.486572 -254.755310	0.407 9.312 84.648
weapon_mor_scarm8	-72.309975 1706.544312 -254.738754	0.326 9.312 85.013
weapon_mor_scarm8	3862.741455 -1867.810425 -1278.764038	0.405 9.320 84.519
item_ammo_pistol_mor	674.625305 1004.968994 -255.631195	-0.113 -0.019 -0.034
item_ammo_pistol_mor	-1285.576782 1230.325073 -255.556198	-0.048 -0.020 -0.014
item_ammo_pistol_mor	-362.611725 -784.661072 -223.677032	-0.154 -0.018 -0.046
item_ammo_pistol_mor	-371.285034 -785.927429 -223.629257	-0.112 -0.019 -0.034
item_ammo_pistol_mor	-856.115173 -1991.828369 -255.579010	-0.068 -0.020 -0.021
item_ammo_pistol_mor	-857.362305 -2047.079346 -255.604843	-0.090 -0.020 -0.027
item_ammo_pistol_mor	-856.513062 -2074.998779 -255.603302	-0.089 -0.020 -0.027
item_ammo_pistol_mor	-263.572388 -2587.554932 -255.528687	-0.024 -0.020 -0.007
item_ammo_pistol_mor	1079.883301 1493.878906 -255.523804	-0.020 -0.020 -0.006
item_ammo_pistol_mor	1094.546021 1493.731323 -255.654694	-0.134 -0.019 -0.041
item_ammo_pistol_mor	-1775.230713 1521.015625 -631.549194	-0.042 -0.020 -0.013
item_ammo_pistol_mor	-608.827393 1943.088135 -223.654587	0.405 0.008 0.059
item_ammo_pistol_mor	1482.783691 -165.716965 -1247.561401	-0.053 -0.020 -0.016
item_ammo_pistol_mor	1426.379761 -1194.616577 -1279.606445	-0.092 -0.020 -0.028
item_ammo_pistol_mor	1878.198120 -1394.156738 -1279.604858	-0.090 -0.020 -0.027
item_ammo_pistol_mor	-291.474884 -1865.533691 -1231.350342	0.139 0.019 -0.028
item_ammo_pistol_mor	-214.924652 -3046.926270 -1279.661865	-0.140 -0.019 -0.042
item_ammo_pistol_mor	1980.900879 -3050.127686 -1279.637329	-0.119 -0.019 -0.036
item_ammo_pistol_mor	3547.936279 -1410.512573 -1279.570190	-0.060 -0.020 -0.018
item_ammo_pistol_mor	-571.280090 1015.088684 -1191.571167	-0.061 -0.020 -0.018
item_ammo_pistol_mor	892.554688 1347.133179 -1279.532227	-0.027 -0.020 -0.008
item_ammo_pistol_mor	2207.533691 -3232.402588 -1279.536743	-0.031 -0.020 -0.009
item_ammo_pistol_mor	-546.538208 -3218.952148 -1279.608032	-0.093 -0.020 -0.028
item_ammo_pistol_mor	-331.705475 -2227.739258 -1279.601807	-0.088 -0.020 -0.027
item_ammo_pistol_mor	3563.689453 -567.245117 -1279.633179	-0.115 -0.019 -0.035
weapon_mor_medkit	-2039.357422 1195.459961 -1191.518311	-0.844 -0.270 0.033
weapon_mor_medkit	-412.049133 1981.576294 -223.531845	-1.074 0.601 0.060
weapon_mor_medkit	3577.696045 743.292419 -1255.526489	-0.963 0.592 0.066
weapon_mor_medkit	-1753.331055 1488.862305 -255.527893	-0.991 0.596 0.064
weapon_mor_medkit	1164.356079 1005.661011 -255.530304	-1.042 0.602 0.062
weapon_mor_medkit	2677.099365 681.559875 -1275.499390	-0.395 -0.237 0.094
weapon_mor_medkit	-828.635986 -2556.285400 -159.520981	-0.908 -0.257 0.024
weapon_mor_medkit	-824.404968 851.470947 -159.515305	-0.775 -0.277 0.042
weapon_mor_medkit	-1558.376953 816.811279 -231.514755	-0.346 -0.399 0.366
weapon_mor_medkit	1633.051147 -213.024124 -1247.532959	-1.097 0.609 0.059
weapon_mor_medkit	-91.243538 -3147.717041 -1149.326416	-1.549 1.922 -0.005
weapon_mor_medkit	-1425.727661 -2034.961792 -255.520889	-0.814 2.015 0.096
mor_random_pistol	681.071655 1017.376587 -255.029358	2.016 -18.722 -85.767
mor_random_pistol	-1308.665039 1232.494263 -255.029449	1.937 -18.776 -85.904
mor_random_pistol	-325.047302 -719.942688 -223.029449	1.937 -18.776 -85.904
mor_random_pistol	-319.756012 -767.908936 -223.029266	2.110 -18.682 -85.603
mor_random_pistol	-1002.663269 -2030.366577 -255.029404	1.979 -18.746 -85.831
