# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: ttt_outpost31_b01
# Exported by: Wade
setting:	replacespawns 1
need_bed	1619.690552 1045.864990 47.058670	0.106 90.014 -1.795
need_bed	1617.915039 922.102417 47.366596	0.012 89.955 -1.179
info_alien_spawn	-2096.074463 3180.067627 233.909805	0.274 -0.036 0.301
info_alien_spawn	-1963.515503 3181.966553 214.974960	0.025 -0.004 0.005
info_alien_spawn	-1934.067017 3031.222412 198.815170	0.022 -0.004 0.005
info_alien_spawn	-1849.679321 3249.270264 197.735840	1.272 -3.987 1.586
info_alien_spawn	2304.166016 -2611.839355 268.523834	0.059 135.841 -0.638
info_alien_spawn	2164.859863 -2691.500000 261.986053	-0.000 90.420 -0.000
player_start	126.049744 -297.768646 2.509901	-0.063 0.001 0.051
player_start	145.357513 -165.716660 2.447584	0.122 0.036 -0.111
player_start	293.934296 -239.597107 2.414095	-0.025 -179.511 -0.132
player_start	230.314758 -166.289062 2.462035	0.147 0.395 0.172
player_start	152.030029 -114.694702 2.410164	-0.175 0.553 -0.013
player_start	230.151093 -118.071098 2.510943	-0.037 -0.000 0.037
player_start	1178.746948 -3026.107422 279.388092	-0.001 0.027 -0.000
item_ammo_battery_mor	1265.997314 -3062.506836 320.458496	-0.071 -0.337 -0.043
item_ammo_revolver_mor	-410.639709 -490.878357 0.356475	-0.124 -0.019 -0.038
item_ammo_revolver_mor	-396.303467 -491.675659 0.342976	-0.136 -0.019 -0.041
item_ammo_revolver_mor	-382.962799 -491.455078 0.366827	-0.115 -0.019 -0.035
weapon_glowstick	440.694153 -244.259537 52.068863	-0.258 0.681 -0.057
weapon_glowstick	451.942688 -244.080841 51.997112	-0.533 0.628 -0.118
weapon_glowstick	462.062683 -244.227539 51.966858	-0.648 0.563 -0.143
weapon_glowstick	471.776703 -244.317810 51.981567	-0.592 0.587 -0.131
weapon_glowstick	481.020874 -243.821472 52.025352	-0.425 0.659 -0.094
mor_random_pistol	-136.897202 823.611084 0.970502	1.883 -18.719 -85.999
mor_random_pistol	1787.211548 289.208923 34.490192	2.236 -18.491 -84.474
weapon_mor_blaster	1278.215698 -3079.422607 315.251587	2.323 -19.919 -85.333
item_ammo_pistol_mor	-119.136871 789.902588 0.342266	-0.039 -0.024 0.001
item_ammo_pistol_mor	1780.285889 280.427460 33.961071	0.444 0.008 -0.132
item_ammo_pistol_mor	1778.563354 251.992844 33.940941	-0.137 -0.019 -0.035
weapon_glowstick_sticky	-131.277298 848.533508 6.985218	-0.496 0.780 -0.098
weapon_glowstick_sticky	457.041931 143.073090 6.949286	-0.650 0.732 -0.129
weapon_glowstick_sticky	463.870911 139.990509 6.964437	-0.585 0.754 -0.116
weapon_glowstick_sticky	471.270905 140.081131 6.942283	-0.681 0.708 -0.135
weapon_mor_medkit	37.396580 -1717.064209 41.524094	-1.158 -0.457 0.053
weapon_mor_medkit	412.182922 -351.840668 45.490776	-1.301 1.840 0.090
weapon_mor_medkit	62.628876 1070.071533 0.465426	-1.131 0.608 0.057
