# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_breach_b1
# Exported by: Remscar
setting:	replacespawns 1
mor_random_ammo	3499.447510 -968.457642 81.174332	-0.059 0.000 -0.009
mor_random_ammo	3655.681885 -946.187561 81.141068	0.044 -0.000 0.025
mor_random_ammo	3665.267578 -949.981506 81.171631	0.085 -0.000 -0.042
mor_random_ammo	3657.201904 -956.155396 81.143219	0.044 -0.000 0.024
mor_random_ammo	4617.092285 -798.755920 80.652565	0.044 -0.000 0.031
mor_random_ammo	4624.036621 -810.554749 80.662163	-0.042 0.000 0.031
mor_random_ammo	4628.604980 -789.170532 80.689339	0.068 -0.000 -0.018
mor_random_ammo	4634.361816 -809.542114 80.624992	-0.050 0.000 0.041
mor_random_ammo	4641.294434 -790.936462 80.664360	-0.042 0.000 0.030
mor_random_ammo	4650.428223 -813.849731 80.690262	0.015 0.058 0.116
mor_random_ammo	4659.388672 -796.193420 80.732552	1.513 -0.036 -1.802
mor_random_ammo	4658.470215 -815.485840 80.650192	0.044 -0.000 0.032
mor_random_ammo	4672.902344 -794.319336 80.678268	0.049 -0.000 0.011
mor_random_ammo	4675.250977 -813.978333 80.688293	-0.046 0.000 0.011
mor_random_ammo	3611.151855 -250.661835 72.973579	-0.001 -0.592 0.009
mor_random_ammo	3624.611816 -256.922302 72.972031	0.003 -0.172 0.000
mor_random_ammo	3606.763428 -233.152008 72.979370	-1.008 -0.016 1.222
mor_random_ammo	3626.845947 -240.637177 72.968475	0.065 -0.012 -0.076
mor_random_ammo	3607.056396 -220.636398 72.965858	0.075 -0.014 -0.090
mor_random_ammo	3627.972168 -219.391953 72.965042	-0.135 -0.013 0.182
mor_random_ammo	3601.296631 -201.445450 72.957245	0.172 -0.011 -0.208
mor_random_ammo	3628.973145 -196.891037 72.953377	-0.236 -0.012 0.319
mor_random_ammo	3594.934814 -181.889923 72.941048	0.342 -0.012 -0.426
mor_random_ammo	3627.678223 -181.841583 72.930496	-0.567 0.013 -0.666
mor_random_ammo	3608.296387 -169.557037 72.884315	0.779 0.011 0.945
mor_random_ammo	3626.514404 -168.714005 72.859314	-0.916 -0.007 1.042
mor_random_ammo	3629.092529 -611.352783 72.971069	0.032 0.425 -0.019
mor_random_ammo	3604.711426 -616.081848 72.968750	0.008 -0.203 -0.000
mor_random_ammo	3628.564453 -629.985901 72.964325	-0.081 -0.011 0.113
mor_random_ammo	3605.943848 -639.637390 72.960342	0.140 -0.013 -0.168
mor_random_ammo	3625.805664 -653.794556 72.955719	-0.265 -0.007 0.340
mor_random_ammo	3602.838379 -657.842285 72.950401	0.203 -0.005 -0.263
mor_random_ammo	3624.924805 -680.366760 72.928612	0.474 -0.012 -0.553
mor_random_ammo	3603.112793 -675.413574 72.916527	0.454 -0.006 -0.531
mor_random_ammo	3630.015625 -703.660645 72.894615	-0.724 0.007 -0.915
mor_random_ammo	3601.664063 -695.992065 72.861427	0.848 -0.006 -1.112
mor_random_ammo	2748.937500 -522.638367 64.355446	0.057 0.000 -0.004
mor_random_ammo	2710.618896 -518.261963 64.346840	0.050 -0.000 0.017
mor_random_ammo	2688.209961 -517.610535 64.439285	1.210 0.030 1.467
mor_random_ammo	2663.946777 -516.247009 64.353340	0.054 0.000 -0.008
mor_random_ammo	2645.466553 -513.086487 64.435303	1.259 0.031 1.522
mor_random_ammo	2644.802490 -538.044495 64.337654	0.047 -0.000 0.025
mor_random_ammo	2660.558838 -540.061584 64.383942	0.246 0.001 0.241
mor_random_ammo	2689.518066 -542.143616 64.327850	0.046 0.000 -0.031
mor_random_ammo	2712.523193 -544.582703 64.337631	0.047 0.000 -0.025
mor_random_ammo	2747.592041 -546.715698 64.376175	0.135 0.000 0.103
mor_random_ammo	2352.037598 747.444214 64.397728	-0.478 -0.003 0.526
mor_random_ammo	2377.575195 747.329651 64.445053	-1.636 -0.036 1.982
mor_random_ammo	2469.470215 746.415039 64.354202	-0.054 -0.000 -0.007
mor_random_ammo	2496.875244 746.188171 64.406769	-0.842 -0.009 0.970
mor_random_ammo	2590.389648 746.236511 64.368622	-0.084 -0.000 0.035
mor_random_ammo	2617.881104 746.467468 64.372543	-0.100 -0.000 0.057
mor_random_ammo	2719.721191 745.149597 64.335976	-0.047 -0.000 -0.026
mor_random_ammo	2750.625488 744.115662 64.465294	-1.031 -0.027 1.253
mor_random_ammo	707.495972 703.028687 32.500549	-1.204 0.956 -1.544
mor_random_ammo	690.359375 682.953552 32.450382	0.911 0.025 1.098
mor_random_ammo	946.805725 1000.043274 32.374496	0.121 0.000 0.084
mor_random_ammo	942.531433 962.942749 32.374496	0.121 0.000 0.084
mor_random_ammo	1224.559814 1217.175903 32.392128	0.630 0.005 0.712
mor_random_ammo	1210.029053 1216.918701 32.385319	0.283 0.001 0.286
mor_random_ammo	-1922.898682 1677.874390 32.347618	-0.050 -0.000 -0.017
mor_random_ammo	-1929.004272 1714.608398 32.333561	-0.047 -0.000 -0.028
mor_random_ammo	-1940.720459 1750.130371 32.323479	-0.047 -0.000 -0.033
mor_random_ammo	-1958.483154 1791.726685 32.370613	-0.092 -0.000 0.047
mor_random_ammo	-1941.910034 1843.793457 32.368637	-0.084 -0.000 0.036
mor_random_ammo	-1902.933594 1851.747925 32.335991	-0.047 -0.000 -0.027
mor_random_ammo	-1871.872314 1806.906616 32.354214	-0.055 -0.000 -0.007
mor_random_ammo	-1877.001221 1768.143188 32.471348	-0.851 -0.024 1.036
mor_random_ammo	-1885.762207 1732.281250 32.454220	-1.466 -0.034 1.785
mor_random_ammo	-1865.175781 1691.195679 32.372749	0.111 0.000 0.071
mor_random_ammo	-1876.881470 1656.242310 32.342312	0.048 0.000 -0.021
mor_random_ammo	-1919.170410 1617.829468 32.342312	0.048 0.000 -0.022
mor_random_ammo	-1944.109009 1634.417480 32.327862	0.047 0.000 -0.031
mor_random_ammo	-1435.677734 2002.989258 32.339996	0.047 0.000 -0.023
mor_random_ammo	-1404.876343 2004.064209 32.351212	0.053 0.000 -0.011
mor_random_ammo	-1368.875244 2003.271606 32.365425	0.078 0.000 0.027
mor_random_ammo	-1345.953369 2006.195313 32.435364	1.332 0.033 1.619
mor_random_ammo	-1309.915527 2008.780518 32.437798	1.225 0.030 1.483
mor_random_ammo	-1263.845459 2008.034790 32.389149	0.412 0.003 0.445
mor_random_ammo	-1216.015137 2007.150879 32.449577	1.015 0.027 1.233
mor_random_ammo	-1151.192383 2009.883545 32.461334	0.709 0.022 0.856
mor_random_ammo	-1069.890015 2007.260742 32.349041	0.051 0.000 -0.014
mor_random_ammo	-1002.822632 2004.514771 32.367310	0.084 0.000 0.036
mor_random_ammo	-933.956299 2002.374634 32.374489	0.122 0.000 0.085
mor_random_ammo	-859.696472 1989.298706 32.342312	0.048 0.000 -0.022
mor_random_ammo	-842.566345 1982.501343 32.363499	0.072 0.000 0.019
weapon_mor_r22	478.165283 1584.071411 61.720203	-1.307 -0.652 87.367
weapon_mor_vek	2498.082031 -1654.654175 63.424965	0.009 -2.655 89.345
weapon_mor_vek	3223.013916 -491.479156 73.596581	0.128 -3.887 88.960
weapon_mor_vek	2656.540527 -319.023346 65.086731	0.715 -3.405 88.388
weapon_mor_vek	-912.518982 -867.976135 61.096046	0.581 -3.396 88.518
weapon_mor_uzi	3677.907715 -1771.612549 34.037560	0.000 0.000 0.000
weapon_mor_uzi	3222.742676 -548.084534 74.514725	0.000 0.000 0.000
weapon_mor_uzi	-917.735596 -897.348145 62.037560	0.000 0.000 0.000
need_wash	-621.188171 397.401978 50.272896	-0.049 1.119 -0.006
item_ammo_smg1_mor	484.784912 1600.463745 60.674786	-0.114 -0.802 -0.144
item_ammo_smg1_mor	470.327423 1598.858643 60.680462	0.228 0.157 0.033
item_ammo_smg1_mor	477.549927 1604.043457 74.401222	0.111 -2.713 -0.109
item_ammo_smg1_mor	2490.843262 -1610.242065 62.716656	0.316 -0.006 0.199
item_ammo_smg1_mor	2507.598145 -1611.083374 62.782764	0.535 -0.016 0.220
item_ammo_smg1_mor	2524.334473 -1610.666016 62.791004	-0.736 0.017 -0.562
item_ammo_smg1_mor	3199.578369 -472.443512 73.030144	-0.018 -0.216 0.000
item_ammo_smg1_mor	3223.655273 -472.321075 73.022148	-0.012 -0.237 -0.028
item_ammo_smg1_mor	3237.671143 -472.064728 73.012589	-0.032 -0.091 -0.039
item_ammo_smg1_mor	3205.453613 -610.304626 73.042175	-0.003 -1.303 -0.001
item_ammo_smg1_mor	3223.020020 -611.540161 73.042137	0.007 -0.175 0.003
item_ammo_smg1_mor	3238.499756 -610.867920 73.040260	0.007 -0.202 0.003
item_ammo_smg1_mor	2693.026855 -305.325836 64.520142	-0.227 0.015 -0.199
item_ammo_smg1_mor	2693.755371 -328.769073 64.518524	-0.421 -0.095 -0.329
item_ammo_smg1_mor	2695.687256 -351.009979 64.516052	-0.249 0.014 -0.218
item_ammo_smg1_mor	-879.644592 -939.601685 60.411221	0.268 -0.005 0.168
item_ammo_smg1_mor	-856.042664 -938.386963 60.394249	0.122 -0.005 0.069
item_ammo_smg1_mor	-834.139648 -938.418457 60.543617	-0.104 0.018 -0.091
item_ammo_smg1_mor	-810.369568 -938.353943 60.526447	-0.209 0.015 -0.176
item_ammo_smg1_mor	-789.411926 -938.384399 60.496712	-0.862 -0.013 -0.639
item_ammo_smg1_mor	-774.384399 -937.435181 60.408905	0.237 -0.005 0.147
weapon_mor_p229	2836.707275 -1419.328857 63.391434	-0.144 11.341 89.414
weapon_mor_p229	3206.216553 -699.645386 76.411224	36.089 2.500 -0.194
weapon_mor_p229	-894.263489 -794.830444 63.890121	36.694 3.108 -1.884
weapon_mor_p229	-891.678162 -772.119934 63.891476	36.677 3.137 -1.833
weapon_mor_p229	-889.030640 -748.612122 63.901402	36.544 3.359 -1.460
info_alien_spawn	1380.439453 4784.226074 32.494534	0.048 -0.000 0.048
info_alien_spawn	1488.164917 4784.488281 32.538868	-0.026 0.000 0.027
info_alien_spawn	1609.616211 4784.726074 32.476280	-0.055 -0.000 0.055
info_alien_spawn	1698.729980 4784.905762 32.525108	-0.036 0.000 0.037
info_alien_spawn	1429.148560 4706.871582 32.474907	-0.046 -0.000 0.043
info_alien_spawn	1557.818604 4707.125488 32.554405	-0.021 0.000 0.022
info_alien_spawn	1659.360229 4707.336914 32.507317	-0.044 0.000 0.044
info_alien_spawn	1683.411621 4457.473633 32.528008	-0.030 0.000 0.030
info_alien_spawn	1597.639282 4463.845215 32.483944	-0.049 -0.000 0.049
info_alien_spawn	1505.730957 4461.665039 32.514843	-0.033 0.000 0.033
info_alien_spawn	1628.234741 4585.125488 32.497059	-0.041 -0.000 0.036
info_alien_spawn	1502.624390 4586.659180 32.493958	-0.055 0.000 0.054
info_alien_spawn	1420.528564 4581.133301 32.502331	-0.048 0.000 0.048
mor_random_weapon	-509.628143 2240.340820 33.215103	1.705 4.702 -92.987
mor_random_weapon	-177.888947 2223.490234 33.204105	1.829 4.713 -92.703
mor_random_weapon	-166.820969 1544.292603 33.196125	1.919 4.718 -92.497
mor_random_weapon	390.342285 1539.114624 61.332893	1.962 4.927 -92.398
mor_random_weapon	469.131714 1540.708496 61.371017	1.532 4.914 -93.383
mor_random_weapon	532.786133 1544.949829 61.352188	1.745 4.927 -92.896
mor_random_weapon	2858.922607 1924.328857 33.234348	1.487 4.673 -93.485
mor_random_weapon	4582.000000 1707.685547 33.217442	1.679 4.988 -93.047
mor_random_weapon	3727.976807 1317.512451 33.232555	1.508 4.977 -93.439
mor_random_weapon	3655.753418 1132.266479 33.229752	1.539 4.982 -93.366
mor_random_weapon	4288.851074 1170.560547 33.225094	1.592 4.986 -93.245
mor_random_weapon	5016.750488 70.426697 33.204769	1.821 4.712 -92.720
mor_random_weapon	3026.403809 -2457.210938 33.228058	1.558 4.684 -93.322
mor_random_weapon	2094.291504 -2446.993896 33.202755	1.844 4.714 -92.668
mor_random_weapon	2995.174072 -1637.515015 63.242973	1.639 4.764 -93.139
mor_random_weapon	2931.606934 -1640.120972 63.235550	1.722 4.769 -92.947
mor_random_weapon	2861.963867 -1632.640503 63.216496	1.937 4.784 -92.455
mor_random_weapon	3505.433105 -954.209717 82.011696	1.635 5.458 -93.148
mor_random_weapon	3663.611572 -976.687561 81.980637	1.985 4.788 -92.346
mor_random_weapon	4494.356445 -814.114014 81.534286	1.637 5.724 -93.143
mor_random_weapon	4538.609375 -820.270569 81.531197	1.565 5.130 -93.186
mor_random_weapon	3626.230957 -375.400970 73.716812	1.414 5.149 -93.660
mor_random_weapon	3625.692871 -346.348450 73.719910	1.244 4.453 -94.316
mor_random_weapon	3624.279785 -314.797760 73.680992	1.837 3.257 -92.691
mor_random_weapon	2740.563965 -478.789642 65.219864	1.651 4.923 -93.110
mor_random_weapon	2697.492676 -476.843414 65.206886	1.798 4.929 -92.775
mor_random_weapon	2659.582275 -479.491669 65.211586	1.745 4.927 -92.896
mor_random_weapon	2737.434814 766.142151 65.203377	1.172 4.719 -93.520
mor_random_weapon	2594.945313 767.819214 65.214760	1.709 4.925 -92.978
mor_random_weapon	2478.355225 769.191711 65.231949	1.514 4.912 -93.423
mor_random_weapon	2370.317383 770.831055 65.198891	1.888 3.957 -92.568
mor_random_weapon	699.452942 710.477356 33.200645	1.868 4.716 -92.613
mor_random_weapon	1008.053467 871.403076 33.219734	1.653 4.696 -93.107
mor_random_weapon	1215.922607 1228.584106 33.213570	1.722 4.703 -92.947
mor_random_weapon	-1797.732666 1867.695313 33.214600	1.711 4.703 -92.974
mor_random_weapon	-1796.677734 1713.180176 33.206062	1.807 4.711 -92.753
mor_random_weapon	-1824.120117 1785.166260 33.210857	1.753 4.706 -92.877
mor_random_weapon	-973.051697 1741.995605 33.202061	1.852 4.715 -92.650
mor_random_weapon	-1074.384277 1748.179443 33.220577	1.643 4.694 -93.129
mor_random_weapon	-1358.212036 1755.401733 33.214088	1.716 4.703 -92.961
mor_random_weapon	-1262.310181 1738.762817 33.216568	1.688 4.700 -93.025
item_ammo_battery_mor	2512.565918 -1418.052490 65.252495	13.288 8.725 -88.762
item_ammo_battery_mor	2509.633301 -1431.406372 69.243919	-0.034 -0.372 -0.066
item_ammo_battery_mor	2503.326904 -1414.516479 69.220779	-0.029 3.252 -0.068
item_ammo_battery_mor	2663.374756 -410.268524 70.152809	0.007 -0.088 0.096
item_ammo_battery_mor	2651.256104 -411.297424 70.091660	0.016 -0.088 0.201
item_ammo_battery_mor	2654.277588 -415.946381 70.057404	0.020 -0.083 0.260
item_ammo_battery_mor	-768.833862 -681.288757 66.185127	-0.157 -0.802 -0.753
item_ammo_battery_mor	-757.621399 -681.063232 66.188568	0.578 1.138 -2.081
item_ammo_battery_mor	-519.485901 -1844.484985 38.042980	0.036 -0.087 0.296
item_ammo_battery_mor	-522.875488 -1854.483154 38.068348	0.031 -0.092 0.251
item_ammo_buckshot_mor	940.527893 1957.873169 32.411983	-1.006 0.109 0.783
item_ammo_buckshot_mor	936.670044 1971.630615 32.369877	0.776 0.008 -0.537
item_ammo_buckshot_mor	1128.739746 1926.319092 32.376991	0.475 0.018 -0.296
item_ammo_buckshot_mor	1114.948364 1927.112305 32.453251	-0.468 -0.007 0.415
item_ammo_buckshot_mor	2428.857666 -1613.163696 62.712769	-0.970 -0.010 0.788
item_ammo_buckshot_mor	2439.121582 -1613.286743 62.715271	-0.995 -0.002 0.780
item_ammo_buckshot_mor	2449.141113 -1611.412476 62.710205	-1.033 -0.006 0.820
item_ammo_buckshot_mor	-121.686790 -3012.980713 32.443306	-0.538 -0.006 0.478
item_ammo_buckshot_mor	-130.895355 -3010.847656 32.433758	-0.662 -0.005 0.512
item_ammo_buckshot_mor	-138.894684 -3012.894775 32.373894	0.753 -0.022 -0.522
item_ammo_buckshot_mor	1133.757446 -1186.194214 32.433300	-0.624 -0.007 0.554
item_ammo_buckshot_mor	1120.597046 -1178.467163 32.465961	-0.367 -0.006 0.326
weapon_mor_beretta	434.319550 1586.361206 61.676159	87.496 -17.116 -47.071
weapon_mor_beretta	556.002441 1594.951660 61.680588	87.120 -11.380 -41.382
weapon_mor_beretta	3821.001221 -1460.239746 33.539207	87.188 -10.330 -42.279
weapon_mor_beretta	3989.173096 -663.335999 74.007950	87.976 -22.228 -54.668
weapon_mor_beretta	3969.830811 -671.020874 74.009224	87.913 -19.626 -52.570
weapon_mor_beretta	3943.190674 -660.193298 74.009499	87.808 -17.470 -49.518
weapon_mor_beretta	2735.561523 -277.282776 65.536301	87.435 -16.052 -46.014
weapon_mor_beretta	2760.579102 -278.913910 65.538574	87.243 -13.053 -43.039
weapon_mor_beretta	2785.132324 -280.515411 65.539986	87.120 -11.379 -41.382
weapon_mor_beretta	1061.859985 -627.923828 65.544495	86.708 -4.936 -36.907
need_bed	-1205.785889 -225.096375 50.071873	-0.012 -91.771 -0.010
need_bed	-1188.643677 -339.430389 50.071873	-0.012 -91.067 -0.010
need_bed	-1190.777466 -443.002869 50.071873	-0.012 -89.307 -0.010
need_bed	-1192.716553 -562.906982 50.071873	-0.012 -89.307 -0.010
need_bed	-1194.429077 -668.796692 50.071873	-0.012 -89.307 -0.010
need_bed	-1196.169312 -776.407837 50.071873	-0.012 -89.307 -0.010
need_bed	-1198.318359 -909.303833 50.071873	-0.012 -89.307 -0.010
need_bed	-557.919556 -914.317383 50.071873	-0.012 90.821 -0.010
need_bed	-561.320740 -802.140686 50.071873	-0.012 88.357 -0.010
need_bed	-559.110291 -695.830872 50.071873	-0.012 92.581 -0.010
need_bed	-565.915955 -590.446899 50.071873	-0.012 87.653 -0.010
need_bed	-563.075256 -475.105103 50.071873	-0.012 92.229 -0.010
need_bed	-560.787659 -361.111755 50.071873	-0.012 87.653 -0.010
need_bed	-563.461426 -236.878174 50.071873	-0.012 89.413 -0.010
weapon_mor_gr4	4368.403809 -802.852356 80.848953	-1.577 -0.075 91.374
weapon_mor_gr4	2729.535156 -399.975189 64.804733	-0.416 4.652 87.044
weapon_mor_gr4	-873.351563 -872.229065 60.807728	-0.433 4.651 87.141
need_food	1904.311157 204.417496 79.904274	0.110 91.487 -90.000
need_food	1696.304321 210.129730 79.956444	-0.065 -178.605 -90.065
need_food	1795.604004 205.370621 79.809677	-0.040 -89.313 -90.069
weapon_glowstick	1296.051392 2859.807373 38.992290	-0.492 0.854 -0.108
weapon_glowstick	1299.197510 2835.309082 39.008793	-0.416 0.866 -0.091
weapon_glowstick	1318.909302 2857.898438 38.980263	-0.546 0.844 -0.120
weapon_glowstick	2895.877197 2989.229004 39.061378	1.521 0.029 1.096
weapon_glowstick	2896.632080 2969.153809 38.933571	0.019 0.004 0.531
weapon_glowstick	2916.309814 2988.061035 38.993488	0.301 -0.894 0.410
weapon_glowstick	-1005.282410 2323.973877 38.962791	-0.626 0.818 -0.137
weapon_glowstick	-982.720703 2325.351074 38.993908	-0.484 0.854 -0.106
weapon_glowstick	545.039612 1753.243896 67.167633	-0.315 0.812 -0.063
weapon_glowstick	543.825806 1743.998169 67.125793	-0.496 0.782 -0.099
weapon_glowstick	1086.039185 2259.152344 38.995502	-0.477 0.854 -0.105
weapon_glowstick	1099.528687 2253.661377 39.003109	-0.442 0.861 -0.097
weapon_glowstick	3816.716797 2346.512207 38.954227	-0.665 0.796 -0.146
weapon_glowstick	3815.976807 2334.982422 38.972794	-0.581 0.834 -0.127
weapon_glowstick	4586.296875 1304.418823 38.969185	-0.623 0.864 -0.143
weapon_glowstick	3564.028076 1502.279419 38.976871	-0.586 0.882 -0.135
weapon_glowstick	3562.497559 1485.020752 38.974995	-0.595 0.882 -0.137
weapon_glowstick	2918.252197 -1597.089355 69.009415	-0.431 0.655 -0.095
weapon_glowstick	2907.283447 -1594.289063 68.964973	-0.601 0.583 -0.132
weapon_glowstick	2899.791992 -1593.095093 69.000572	-0.465 0.647 -0.102
weapon_glowstick	3737.946777 -973.111023 87.319672	0.245 -0.607 0.314
weapon_glowstick	3747.195068 -969.820374 87.261490	0.398 -0.554 0.509
weapon_glowstick	3920.636475 -1123.451050 87.299377	0.299 -0.593 0.382
weapon_glowstick	3917.707764 -1117.747681 87.310806	0.269 -0.602 0.344
weapon_glowstick	4324.468262 -156.132446 38.947453	-0.696 0.766 -0.153
weapon_glowstick	4314.304688 -156.479736 38.985577	-0.522 0.844 -0.115
weapon_glowstick	2737.812744 -637.296265 71.011208	-0.383 0.806 -0.076
weapon_glowstick	2724.536377 -635.401489 70.993553	-0.460 0.790 -0.091
weapon_glowstick	2283.342529 764.338684 70.976181	-0.534 0.770 -0.106
weapon_glowstick	2282.105713 751.635498 70.955956	-0.622 0.737 -0.124
weapon_glowstick	2257.374023 765.874268 70.939850	-0.691 0.711 -0.138
weapon_glowstick	2256.709229 752.126221 70.958115	-0.612 0.736 -0.122
weapon_glowstick	189.442261 508.251740 39.003109	-0.442 0.861 -0.097
weapon_glowstick	230.803864 504.330292 38.947453	-0.696 0.766 -0.153
weapon_glowstick	135.157013 877.293274 39.042881	-0.261 0.881 -0.057
weapon_glowstick	-927.735779 -494.058563 66.968452	-0.568 0.755 -0.113
weapon_glowstick	-912.105347 -487.944061 66.974289	-0.543 0.771 -0.108
weapon_glowstick	-911.051697 -499.608459 67.060669	-0.169 0.820 -0.034
weapon_glowstick	-1745.617676 -3455.476563 73.999794	-0.433 0.797 -0.086
weapon_glowstick	-365.588776 -3051.242676 57.360455	-0.136 0.103 1.943
weapon_glowstick	-382.355988 -3051.237549 57.344681	-0.171 0.095 2.438
weapon_glowstick	1056.051880 -557.391541 70.998611	-0.463 0.861 -0.101
