# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_halcyon
# Exported by: Demonkush
setting:	replacespawns 0
mor_random_ammo	158.567276 499.842255 64.314758	0.048 0.000 -0.036
mor_random_ammo	536.051636 -1002.013184 208.361526	0.067 -0.000 -0.012
mor_random_ammo	514.350525 -1016.957214 208.360840	0.007 0.132 0.142
mor_random_ammo	198.427902 -2985.771484 208.441803	1.179 0.030 1.431
mor_random_ammo	176.684662 -3005.736816 208.337631	0.047 0.000 -0.025
mor_random_ammo	905.943054 -1402.246338 232.380981	0.193 0.001 0.174
mor_random_ammo	898.969543 -1420.367676 232.344589	0.049 0.000 -0.019
mor_random_ammo	2824.910400 -1580.218384 -79.619431	0.201 0.001 0.248
mor_random_ammo	2804.894531 -1592.009521 -79.642685	0.028 0.000 0.040
mor_random_ammo	2280.090820 -1533.250732 -79.655441	-0.010 -0.000 0.018
mor_random_ammo	2290.172607 -1522.877808 -79.674866	-0.001 -0.000 0.008
mor_random_ammo	1958.357178 -1338.254517 -23.653170	0.050 0.000 -0.017
mor_random_ammo	1948.699585 -1222.272461 -23.650963	0.051 0.000 -0.014
mor_random_ammo	1935.438599 -1657.006226 -23.669615	0.047 -0.000 0.029
mor_random_ammo	1941.256470 -1573.003784 -23.625517	0.122 0.000 0.086
mor_random_ammo	938.471497 -1532.675659 -31.610849	0.411 0.003 0.445
mor_random_ammo	918.829529 -1520.107056 -31.662359	0.047 0.000 -0.025
mor_random_ammo	-1729.130615 -359.384674 64.363503	0.071 0.000 0.018
mor_random_ammo	-1703.780762 -354.830536 64.394859	1.445 0.025 1.704
mor_random_ammo	-1479.467285 -393.475037 64.349037	0.051 0.000 -0.014
mor_random_ammo	-1486.365479 1068.145874 64.327866	0.047 0.000 -0.031
mor_random_ammo	-1468.447144 1062.598145 64.361549	0.068 0.000 0.012
mor_random_ammo	-1449.222656 1068.596924 64.327866	0.047 0.000 -0.031
mor_random_ammo	434.168335 1832.221436 -31.639126	-0.189 -0.110 0.004
mor_random_ammo	-980.065979 -1965.526367 352.391235	0.544 0.004 0.607
mor_random_ammo	-1005.989685 -1929.853027 352.363495	0.071 0.000 0.018
mor_random_ammo	-358.004333 -2070.869629 128.339996	0.047 0.000 -0.023
mor_random_ammo	-129.697266 -1579.407104 208.377716	0.152 -0.001 -0.124
mor_random_ammo	-171.670273 -1585.122192 208.372742	0.111 0.000 0.071
mor_random_ammo	-163.336243 -1588.868896 64.355438	0.057 0.000 -0.004
mor_random_ammo	-141.020782 -1572.624878 64.393517	1.267 -0.019 -1.488
mor_random_ammo	-371.534943 336.468170 64.372696	0.110 -0.000 -0.070
mor_random_ammo	-333.891541 371.665222 64.376099	0.136 -0.000 -0.103
mor_random_ammo	-368.690857 753.148743 64.376099	0.135 -0.000 -0.102
mor_random_ammo	-353.989594 745.326477 64.377731	0.151 -0.001 -0.123
mor_random_ammo	-376.009583 -97.038788 64.393677	-0.366 -0.002 0.389
mor_random_ammo	-358.665039 -116.478584 64.370979	0.099 0.000 0.056
mor_random_ammo	914.404846 -1520.765137 232.369171	0.091 0.000 0.044
mor_random_ammo	910.924194 -1469.517456 232.369156	0.091 0.000 0.045
mor_random_ammo	587.480408 -2212.164063 -63.634594	0.077 -0.000 -0.026
mor_random_ammo	559.619263 -2216.740234 -63.648777	0.053 -0.000 0.011
mor_random_ammo	1899.435791 -1210.640381 -43.638458	0.067 0.000 0.012
mor_random_ammo	1903.974487 -1722.375244 -43.634594	0.077 -0.000 -0.026
mor_random_ammo	1900.739746 -1686.031494 -43.627251	0.111 0.000 0.071
mor_random_ammo	1903.889771 -1700.921631 -43.634575	0.078 0.000 0.027
mor_random_ammo	1119.931152 -644.096130 -63.627251	0.111 0.000 0.071
mor_random_ammo	1092.768433 -638.598816 -63.648788	0.053 0.000 -0.011
mor_random_ammo	1185.495972 800.220520 -63.644550	0.057 0.000 -0.004
weapon_mor_vek	1557.509155 374.958984 -30.895176	0.460 -3.091 88.630
weapon_mor_vek	479.944550 1748.046021 -30.900661	0.540 -3.088 88.551
weapon_mor_vek	254.979233 502.055939 -62.900200	0.533 -3.089 88.557
weapon_mor_uzi	1565.901123 464.417755 -29.962448	0.000 0.000 0.000
weapon_mor_lz400	1821.189087 349.651703 -31.514236	-2.390 -18.123 85.798
item_ammo_smg1_mor	-1504.596436 275.839508 80.481422	-0.084 -0.002 -0.173
item_ammo_smg1_mor	-1487.577026 276.456696 80.437057	1.103 0.002 0.727
item_ammo_smg1_mor	-520.126953 958.093018 64.503548	-0.733 -0.011 0.551
item_ammo_smg1_mor	-495.844360 939.895874 64.391678	0.110 0.005 -0.061
item_ammo_smg1_mor	473.929993 1765.966675 -31.522100	0.546 -0.083 0.240
item_ammo_smg1_mor	492.613617 1765.580933 -31.495539	-0.661 0.012 -0.506
item_ammo_smg1_mor	-1247.534180 -725.625854 64.437050	1.106 0.002 0.729
item_ammo_smg1_mor	-1271.296387 -725.001160 64.513504	-0.287 0.013 -0.246
item_ammo_smg1_mor	240.746735 527.655396 -63.571434	-0.672 0.003 0.439
item_ammo_smg1_mor	265.029999 525.261719 -63.500084	0.838 -0.012 -0.629
item_ammo_smg1_mor	1367.432007 -2256.315918 -63.595833	0.192 -0.005 0.117
item_ammo_smg1_mor	1330.923462 -2255.322021 -63.575581	0.536 -0.004 0.348
item_ammo_smg1_mor	2001.433594 -1573.303833 -43.500641	-0.853 0.013 -0.639
mor_random_rifle	-286.811737 736.223999 64.863136	2.132 -5.695 83.910
mor_random_rifle	-679.116272 380.843811 64.862701	2.137 -5.697 83.915
mor_random_rifle	876.263489 1710.819458 -43.133003	2.083 -5.687 83.872
mor_random_rifle	413.005524 1944.410522 -31.136158	2.123 -5.693 83.903
mor_random_rifle	415.228088 1699.183716 -31.137184	2.136 -5.697 83.914
mor_random_rifle	1952.181152 -1721.192871 -23.135275	2.112 -5.691 83.895
mor_random_rifle	-1580.610352 -1201.463013 64.859833	2.174 -5.784 83.943
mor_random_rifle	-393.179291 -112.766853 64.863647	2.126 -5.693 83.905
mor_random_rifle	865.814148 -1462.876709 232.866791	2.086 -5.687 83.874
weapon_mor_p229	-1460.123169 152.874847 80.174820	36.650 0.394 0.055
weapon_mor_p229	-1466.732666 163.002274 80.178368	36.602 0.391 0.050
info_alien_spawn	-362.872864 -1452.896484 625.547180	-0.064 -0.000 0.064
info_alien_spawn	-440.286285 -1465.312012 625.536682	-0.076 -0.000 0.077
info_alien_spawn	-527.018127 -1459.468384 625.553833	-0.055 -0.000 0.056
info_alien_spawn	-622.210632 -1464.088379 625.565308	-0.041 -0.000 0.043
info_alien_spawn	-697.046814 -1440.052490 625.565857	-0.040 -0.000 0.042
info_alien_spawn	-811.727478 -1437.971436 625.547974	-0.063 -0.000 0.063
info_alien_spawn	-829.714478 -1324.251831 625.545532	-0.066 -0.000 0.066
info_alien_spawn	-838.726685 -1219.086304 625.549500	-0.061 -0.000 0.061
info_alien_spawn	-813.161316 -1123.338745 625.548706	-0.062 -0.000 0.062
info_alien_spawn	-764.635498 -1086.874023 625.537659	-0.075 -0.000 0.075
info_alien_spawn	-631.429565 -1056.107422 625.557861	-0.050 -0.000 0.051
info_alien_spawn	-558.420593 -1077.162231 625.552429	-0.057 -0.000 0.058
info_alien_spawn	-477.080597 -1083.469360 625.542175	-0.070 -0.000 0.070
info_alien_spawn	-406.818726 -1104.338257 625.529663	-0.085 -0.000 0.085
info_alien_spawn	-396.756500 -1185.824219 625.545532	-0.066 -0.000 0.066
info_alien_spawn	-385.914032 -1295.211426 625.569275	-0.035 -0.000 0.039
info_alien_spawn	-402.496521 -1352.965088 625.544739	-0.067 -0.000 0.067
info_alien_spawn	-497.571472 -1401.064209 625.550232	-0.060 -0.000 0.060
info_alien_spawn	-600.667542 -1365.267822 625.536682	-0.076 -0.000 0.077
info_alien_spawn	-692.625000 -1359.605225 625.524170	-0.092 -0.000 0.092
info_alien_spawn	-727.787354 -1282.170654 625.559082	-0.049 -0.000 0.050
info_alien_spawn	-671.659241 -1176.237671 625.525269	-0.090 -0.000 0.090
info_alien_spawn	-560.205750 -1171.343506 625.565308	-0.041 -0.000 0.043
info_alien_spawn	-491.355499 -1230.898682 625.535706	-0.078 -0.000 0.078
info_alien_spawn	-505.410950 -1293.720337 625.548706	-0.062 -0.000 0.062
info_alien_spawn	-581.387329 -1267.552734 625.529663	-0.085 -0.000 0.085
mor_random_weapon	2087.997559 397.136627 -30.800816	1.884 4.716 -92.576
mor_random_weapon	2083.801025 361.051483 -30.793938	1.807 4.711 -92.753
mor_random_weapon	2087.714355 325.951599 -30.799355	1.868 4.716 -92.613
mor_random_weapon	2088.955566 290.318634 -30.779421	1.643 4.694 -93.129
mor_random_weapon	864.704346 -1513.260986 233.211655	1.566 -14.344 -94.510
mor_random_weapon	2797.263428 -1541.368774 -78.778252	1.630 8.144 -93.159
mor_random_weapon	-1713.406250 -304.436066 65.215103	1.705 4.702 -92.987
mor_random_weapon	-190.271347 -1537.403442 65.194778	1.934 4.924 -92.462
item_ammo_battery_mor	-1498.347534 193.761246 86.179405	0.701 -0.880 2.453
item_ammo_battery_mor	2011.999268 10.559497 -25.929548	0.030 -0.094 0.247
item_ammo_battery_mor	1991.536743 7.631398 -25.904909	0.025 -0.095 0.203
item_ammo_buckshot_mor	1099.199829 821.760071 -63.616558	-0.611 -0.005 0.582
item_ammo_buckshot_mor	1962.237183 -1299.775146 -23.572332	-0.713 -0.001 0.552
item_ammo_buckshot_mor	1943.056274 -1308.992188 -23.617689	-0.375 0.001 0.388
item_ammo_buckshot_mor	-1200.253296 -1600.931030 64.431496	-0.633 -0.006 0.564
weapon_mor_beretta	-1478.505737 164.568008 81.542664	86.879 -6.634 -38.593
weapon_mor_beretta	1147.788574 -546.405823 -62.451836	86.359 -2.008 -34.012
weapon_mor_mars	1828.715698 466.587280 -30.869499	-0.386 17.408 87.009
weapon_mor_mars	2712.383057 -1112.687378 -78.907387	-0.438 19.463 86.112
weapon_mor_gr4	-1503.502686 243.428085 80.806099	-0.424 4.627 87.088
weapon_mor_gr4	1824.956299 300.494354 -31.190117	-0.445 4.626 87.211
need_food	1741.391724 -1688.127319 -13.468294	-0.465 0.236 0.066
need_food	1720.807617 -1239.510864 -7.785969	89.884 -28.374 -26.578
need_food	1731.030029 -1328.217407 -4.156942	87.960 161.240 90.147
need_food	1738.938354 -1596.638550 -13.778708	0.000 -55.426 -0.004
need_wash	-1870.892456 366.209686 82.138977	-0.011 0.001 0.010
need_wash	-1871.406738 572.995605 82.201065	-0.086 0.001 0.046
need_wash	-1875.906006 760.411682 82.228447	0.087 0.057 0.006
need_wash	-1407.747070 1235.779053 82.120216	-0.019 -90.043 0.002
need_bed	976.496887 1731.772705 -13.807343	0.107 90.178 -0.003
need_bed	1145.164795 1741.506348 -7.793309	89.965 89.976 180.000
need_bed	824.796570 1838.578613 -13.731213	-0.177 -9.723 -0.059
need_bed	834.141968 2017.738770 -7.808636	-89.892 176.883 179.912
need_bed	843.561646 2189.212402 -7.818785	-89.947 178.392 180.000
weapon_glowstick	-1493.275269 331.365692 86.983833	-0.530 0.845 -0.116
weapon_glowstick	-1483.021729 327.894470 86.970856	-0.589 0.831 -0.129
weapon_glowstick	-336.062378 343.799591 71.044548	2.232 0.052 1.608
weapon_glowstick	-332.290558 331.920746 71.026497	2.838 0.073 2.047
weapon_glowstick	1620.689087 28.039129 -25.017939	-0.538 0.846 -0.118
weapon_glowstick	1618.137817 -3.712551 -25.023417	-0.563 0.832 -0.124
weapon_glowstick	1599.817749 -1.731791 -24.964447	-0.294 0.880 -0.064
weapon_glowstick	1600.409912 23.726387 -25.054878	-0.707 0.765 -0.155
weapon_glowstick	1582.373535 10.695886 -25.062078	-0.739 0.762 -0.162
weapon_glowstick	1169.135010 721.861084 6.995501	-0.477 0.854 -0.105
weapon_glowstick	531.787781 1756.582642 -24.953777	-0.245 0.882 -0.054
weapon_glowstick	234.590225 -2672.639648 243.039017	2.457 0.059 1.770
weapon_glowstick	879.080200 -1555.628662 238.992294	-0.492 0.854 -0.108
weapon_glowstick	846.564514 -1541.904541 239.060776	0.370 -0.107 2.454
weapon_glowstick	2447.901123 -1089.735352 -72.979752	-0.330 0.606 -0.104
weapon_glowstick	1941.930542 -1603.640747 -17.027208	-0.581 0.834 -0.127
weapon_glowstick	1966.520508 -1587.557251 -17.045774	-0.665 0.796 -0.146
weapon_glowstick	1163.338013 -617.344604 -56.982056	-0.375 0.873 -0.082
weapon_glowstick	-1721.124512 -606.927856 70.954224	-0.665 0.796 -0.146
weapon_glowstick	-1194.286865 -946.617615 70.998611	-0.463 0.861 -0.101
weapon_glowstick	-782.807678 -955.745361 70.986923	-0.488 0.782 -0.097
weapon_mor_zx9	2076.634521 457.291565 -26.897362	-2.648 -2.058 -0.582
weapon_mor_m418	1823.811646 445.373840 -30.771296	1.540 -11.286 83.098
weapon_mor_blaster	-1492.072144 190.834366 80.872581	2.230 -18.491 -84.320
weapon_mor_blaster	2034.691528 11.182137 -31.140068	2.226 -18.489 -84.190
weapon_mor_scarm8	1830.277100 246.486084 -30.759830	0.411 8.142 84.573
weapon_mor_scarm8	1093.753540 802.764893 -62.782200	0.475 9.318 84.144
weapon_mor_scarm8	1950.214722 -1261.647827 -22.761494	0.395 9.321 84.569
weapon_mor_scarm8	-1213.433960 -1565.483643 65.202499	0.533 9.315 83.830
item_ammo_pistol_mor	-1503.476196 165.777390 80.349884	-0.130 -0.019 -0.039
item_ammo_pistol_mor	-1491.585693 166.038925 80.378258	-0.105 -0.020 -0.032
item_ammo_pistol_mor	-1472.475830 153.297394 80.437843	1.818 0.196 0.192
item_ammo_pistol_mor	-1480.847778 178.519409 80.388481	0.107 0.017 0.007
item_ammo_pistol_mor	-1416.754150 155.006454 80.437096	-0.246 -0.461 -0.481
item_ammo_pistol_mor	-631.364258 341.609650 64.335754	-0.142 -0.019 -0.043
item_ammo_pistol_mor	-644.503784 340.718048 64.374557	-0.108 -0.020 -0.033
item_ammo_pistol_mor	1174.770020 -560.241577 -63.654690	-0.134 -0.019 -0.041
item_ammo_pistol_mor	1159.313110 -575.385437 -63.633175	-0.115 -0.019 -0.035
item_ammo_pistol_mor	1898.975098 -1339.129150 -43.631195	-0.114 -0.020 -0.034
weapon_mor_medkit	-1422.982788 167.827637 80.494453	-0.348 1.023 0.008
weapon_mor_medkit	1417.847412 24.129181 -31.522459	-0.943 -0.246 0.019
weapon_mor_medkit	1397.372681 18.799072 -31.520975	-0.908 -0.257 0.024
weapon_mor_medkit	1383.226196 25.491343 -31.520266	-0.891 -0.256 0.026
weapon_mor_medkit	1175.648804 732.826965 0.481741	-0.844 -0.270 0.033
weapon_mor_medkit	400.100708 1887.937012 -31.515022	-0.768 -0.277 0.043
weapon_mor_medkit	2475.061523 -1092.560791 -79.559929	-1.598 1.887 0.079
weapon_mor_medkit	-1498.833252 -1563.066528 64.481094	-0.860 -0.264 0.031
weapon_mor_medkit	2800.126221 -1416.327759 48.480083	-0.883 -0.264 0.027
mor_random_pistol	-630.837891 363.035004 64.853012	2.223 -18.473 -84.119
mor_random_pistol	1570.396362 248.099228 -31.177023	2.211 -18.361 -83.811
mor_random_pistol	1547.192993 262.124207 -31.108658	2.238 -18.492 -84.512
mor_random_pistol	1570.370361 292.695648 -31.146990	2.223 -18.473 -84.119
mor_random_pistol	1548.169067 318.364655 -31.172613	2.213 -18.357 -83.856
mor_random_pistol	1566.565186 341.427765 -31.128918	2.230 -18.490 -84.304
mor_random_pistol	797.978821 1734.707031 -43.127419	2.230 -18.491 -84.320
mor_random_pistol	828.013000 1724.700562 -43.125942	2.231 -18.489 -84.335
mor_random_pistol	814.961609 1708.036011 -43.133549	2.228 -18.488 -84.257
mor_random_pistol	454.147247 1839.656982 -31.164185	2.216 -18.398 -83.943
mor_random_pistol	488.955841 1820.988159 -31.177656	2.411 -22.378 -83.653
mor_random_pistol	171.085037 510.861694 64.869560	2.229 -18.490 -84.289
mor_random_pistol	873.823669 -1409.680420 232.822968	2.211 -18.361 -83.811
mor_random_pistol	1962.671509 -1643.006226 -23.164185	2.216 -18.398 -83.943
mor_random_pistol	-334.043121 394.534882 64.859932	2.226 -18.489 -84.190
mor_random_pistol	-392.828827 725.485596 64.847534	2.221 -18.438 -84.063
mor_random_pistol	1905.033203 -1325.708984 -43.160156	2.218 -18.429 -83.984
mor_random_pistol	1902.965820 -1189.876587 -43.130436	2.229 -18.490 -84.289
mor_random_pistol	512.056152 1834.100464 -31.141758	2.225 -18.487 -84.173
mor_random_smg	-475.897125 954.677551 65.093887	0.296 6.174 -87.260
mor_random_smg	413.952484 1859.894287 -30.906263	0.301 6.174 -87.266
mor_random_smg	410.769928 1632.693604 -30.906187	0.298 6.174 -87.263
mor_random_smg	506.431061 -962.907532 209.095764	0.276 6.161 -87.287
mor_random_smg	213.067627 -2942.537598 209.094513	0.273 5.509 -87.232
mor_random_smg	2305.516357 -1564.402832 -78.890396	0.282 6.689 -87.828
mor_random_smg	1944.345581 -1693.620361 -22.906303	0.302 6.174 -87.268
mor_random_smg	-1256.527710 -694.230469 65.094200	0.284 6.176 -87.246
mor_random_smg	1363.704712 -2238.206787 -62.906113	0.296 6.174 -87.260
mor_random_smg	2003.635742 -1600.972290 -42.905865	0.287 6.175 -87.249
mor_random_smg	1118.955811 -627.897949 -62.906689	0.316 6.184 -87.285
mor_random_smg	417.103729 1836.917114 -30.903662	0.208 4.876 -87.152
item_ammo_revolver_mor	-1505.556519 223.349060 80.364822	-0.117 -0.019 -0.035
item_ammo_revolver_mor	-1495.880737 223.164902 80.376427	-0.107 -0.020 -0.032
item_ammo_revolver_mor	-1484.610596 223.094879 80.374565	-0.108 -0.020 -0.033
item_ammo_revolver_mor	-273.409515 691.068420 64.467697	0.491 0.041 0.114
item_ammo_revolver_mor	-282.741333 692.671326 64.388695	-0.096 -0.020 -0.029
item_ammo_revolver_mor	-299.028961 688.286194 64.436752	-0.054 -0.020 -0.016
item_ammo_revolver_mor	-690.557068 402.841888 64.349876	-0.130 -0.019 -0.039
item_ammo_revolver_mor	-678.710938 405.418762 64.381844	-0.102 -0.020 -0.031
item_ammo_revolver_mor	889.931946 1730.655273 -43.637218	-0.119 -0.019 -0.036
item_ammo_revolver_mor	877.841919 1731.436157 -43.587673	-0.075 -0.020 -0.023
item_ammo_revolver_mor	2756.018066 -1095.034302 -79.643761	-0.135 -0.020 -0.046
item_ammo_revolver_mor	2759.621338 -1120.938232 -79.672089	-0.162 -0.019 -0.055
item_ammo_revolver_mor	-1623.746948 -1215.384277 64.398232	-0.088 -0.020 -0.027
weapon_frag	1810.474365 4.807795 -29.859789	-36.427 -56.064 -91.053
weapon_frag	1798.699829 15.506561 -29.848057	-36.606 -55.881 -91.334
weapon_frag	1788.507324 1.277110 -29.868412	-36.295 -56.198 -90.848
weapon_frag	1772.956055 16.994614 -29.866209	-36.328 -56.163 -90.900
weapon_frag	1760.252197 4.598356 -29.851688	-36.550 -55.939 -91.247
weapon_frag	2579.218994 -1327.296265 -77.842865	-36.685 -54.744 -91.459
weapon_frag	1948.014893 -1194.600708 -21.936939	-35.249 -57.185 -89.260
weapon_frag	-1377.541382 -69.551140 66.124718	-36.190 -56.300 -90.686
weapon_frag	-1397.721924 -46.502823 66.202263	-37.374 -55.060 -92.566
weapon_frag	-220.225815 -2705.544189 66.119965	-36.117 -56.371 -90.574
weapon_frag	-241.049957 -2708.102783 66.199982	-37.339 -55.100 -92.509
weapon_frag	-224.379852 -2731.954834 66.099396	-35.803 -56.672 -90.093
weapon_frag	-716.061646 -125.752769 66.129318	-36.260 -56.230 -90.794
weapon_frag	-1255.717651 157.916901 82.196472	-37.286 -55.159 -92.422
weapon_frag	407.216339 1912.471313 -29.864038	-36.362 -56.131 -90.952
player_start	359.378967 669.612183 -62.465237	-0.079 -0.000 0.079
player_start	362.592224 433.882019 -62.453632	-0.065 -0.000 0.065
player_start	-436.149048 503.541626 65.552452	-0.057 -0.000 0.057
player_start	-605.728088 577.923950 65.562622	-0.045 -0.000 0.045
player_start	-504.476135 -391.883026 65.564804	-0.042 -0.000 0.043
player_start	-1455.696899 -270.247559 65.549500	-0.061 -0.000 0.061
player_start	-1482.010254 -1086.696655 65.527504	-0.088 -0.000 0.088
player_start	-825.515808 -1149.477661 65.516075	-0.082 -0.000 0.082
player_start	-494.974213 -1442.842285 66.614182	-3.456 -0.352 0.025
player_start	293.413025 -735.974854 207.533768	-0.080 -0.000 0.080
player_start	315.728241 -1645.674683 207.551727	-0.058 0.000 0.058
player_start	327.199402 -1111.406616 207.536697	-0.077 -0.000 0.076
player_start	119.397903 -2823.788574 209.598724	-0.169 0.019 -0.166
player_start	117.722992 -2541.225586 209.553162	-0.056 -0.000 0.057
player_start	1450.836670 -2057.506348 -62.449745	-0.060 -0.000 0.060
player_start	1357.635986 -1406.110718 -64.451263	-0.062 -0.000 0.062
player_start	2026.946045 -2086.945557 -62.447826	-0.046 -0.000 0.046
player_start	1675.764404 -1451.320923 -62.463665	-0.061 -0.000 0.061
player_start	2028.702026 -1444.117432 -62.452343	-0.050 -0.000 0.050
player_start	2705.865967 -1222.463501 -78.550385	0.022 -0.000 -0.022
player_start	2446.592041 -1451.638916 -78.529320	0.019 -0.000 -0.019
player_start	976.416443 344.016083 -64.473595	-0.089 -0.000 0.089
player_start	955.417786 -578.592224 -64.473595	-0.089 -0.000 0.089
player_start	947.005432 -1128.759521 -64.449745	-0.060 -0.000 0.060
player_start	627.238403 2053.220947 -62.464260	-0.078 -0.000 0.078
player_start	651.411865 1683.482666 -62.467232	-0.081 -0.000 0.081
player_start	968.700317 1528.758667 -62.465237	-0.079 -0.000 0.079
player_start	-447.537354 44.494190 65.540405	-0.072 -0.000 0.072
player_start	-347.974030 606.562073 65.550240	0.060 0.000 0.060
player_start	-571.749451 454.481537 65.540405	-0.072 -0.000 0.072
player_start	433.386383 533.136169 -62.448269	-0.058 -0.000 0.058
player_start	-141.711380 528.956543 65.550255	-0.060 -0.000 0.060
player_start	244.901688 -378.719849 177.548737	-0.062 -0.000 0.062
player_start	-379.709412 -381.234894 65.575081	-0.029 -0.000 0.031
player_start	-1429.407227 438.719177 65.565651	-0.033 -0.000 0.033
player_start	-1394.875610 803.824646 65.549210	-0.049 -0.000 0.049
player_start	-1794.765259 614.627686 65.549210	-0.049 -0.000 0.049
player_start	-1276.868652 288.344513 65.553596	-0.044 -0.000 0.044
weapon_mor_usp	-1440.610474 148.956589 81.003342	0.645 -34.394 -90.683
weapon_mor_usp	-1449.188232 165.074066 81.000145	0.619 -34.395 -90.734
