# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_breach_cv21
# Exported by: Demonkush
setting:	replacespawns 1
mor_random_ammo	286.582123 1653.653931 255.924133	-0.007 0.056 0.000
mor_random_ammo	294.172028 1667.587524 255.925079	-0.007 -0.234 0.000
mor_random_ammo	300.454407 1675.164917 255.925751	-0.005 -0.027 0.000
mor_random_ammo	280.281097 1676.399170 255.923401	-0.007 0.545 0.000
mor_random_ammo	277.452972 1681.342529 255.923050	-0.007 0.545 0.000
mor_random_ammo	285.449249 1693.949829 255.924072	-0.007 0.336 0.000
mor_random_ammo	293.346985 1699.310059 255.925064	-0.007 0.313 0.000
mor_random_ammo	293.898041 1706.631836 255.923157	0.262 -0.026 0.326
mor_random_ammo	281.805328 1708.792358 255.923645	-0.007 0.312 0.000
mor_random_ammo	278.648315 1713.744141 255.923264	-0.007 0.340 0.000
mor_random_ammo	299.096283 1734.816406 255.925232	-0.001 -0.163 -0.001
mor_random_ammo	299.575897 1743.337402 255.923721	0.164 -0.012 -0.201
mor_random_ammo	278.609161 1741.817383 255.924530	-0.153 -0.033 0.177
mor_random_ammo	299.895355 1718.419922 255.918106	0.075 0.011 0.083
mor_random_ammo	281.971313 1729.553955 255.925934	-0.739 0.024 -0.924
mor_random_ammo	279.617401 1645.850708 255.882629	0.160 -0.047 -0.260
mor_random_ammo	3598.326904 3287.966553 32.367317	0.083 0.000 0.035
mor_random_ammo	3543.112305 3309.002686 32.420570	1.612 0.037 1.954
mor_random_ammo	3523.246826 3325.187256 32.369164	0.092 0.000 0.046
mor_random_ammo	3548.745117 3363.195068 32.367317	0.083 0.000 0.034
mor_random_ammo	3585.815186 3357.527832 32.382500	0.217 0.001 0.205
mor_random_ammo	3549.899658 3380.181152 32.431580	1.415 0.033 1.719
mor_random_ammo	3525.126221 3395.534180 32.320122	0.047 0.000 -0.034
mor_random_ammo	3512.180420 3453.130615 32.374489	0.122 0.000 0.085
mor_random_ammo	3571.787354 3427.149658 32.332829	0.047 0.000 -0.028
mor_random_ammo	3555.899658 3463.537109 32.314758	0.048 0.000 -0.036
mor_random_ammo	3928.356934 3395.312256 32.423882	1.512 0.035 1.829
mor_random_ammo	3871.578857 3511.832031 32.387905	0.368 0.002 0.391
mor_random_ammo	3815.999512 3548.198975 32.339996	0.047 0.000 -0.023
mor_random_ammo	3848.737549 3466.888428 32.469410	1.336 3.305 1.219
mor_random_ammo	3885.106689 3390.502197 32.351212	0.053 0.000 -0.011
mor_random_ammo	3884.912109 3341.486328 32.372761	0.109 0.000 0.069
mor_random_ammo	3834.381104 3259.411133 32.417862	1.691 0.036 2.051
mor_random_ammo	3814.145996 3274.423828 32.346832	0.050 0.000 -0.017
mor_random_ammo	3845.161377 3349.030518 32.449200	0.958 0.026 1.156
mor_random_ammo	3842.759277 3468.198242 32.444073	-0.158 -2.989 0.469
mor_random_ammo	3893.591797 3477.699463 32.359547	0.063 0.000 0.006
mor_random_ammo	3868.695313 3426.353516 32.369164	0.092 0.000 0.046
mor_random_ammo	2457.488281 765.838867 -199.667175	0.046 0.000 -0.028
mor_random_ammo	2486.293945 756.745789 -199.629028	0.099 0.000 0.056
mor_random_ammo	2481.382324 721.686768 -199.623810	0.134 0.000 0.101
mor_random_ammo	2464.412354 726.880859 -199.662338	0.047 -0.000 0.025
mor_random_ammo	2478.087402 748.782227 -199.646652	0.055 -0.000 0.007
mor_random_ammo	388.661194 -2112.239502 64.455017	1.276 0.028 1.980
mor_random_ammo	388.193115 -2024.723145 64.459229	-0.876 -0.029 1.758
mor_random_ammo	400.115356 -2046.550659 64.346825	0.050 0.000 -0.017
mor_random_ammo	396.140808 -2111.198975 64.480530	1.974 0.094 2.393
mor_random_ammo	402.003174 -2140.866943 64.481224	1.876 0.314 2.275
mor_random_ammo	388.727905 -2127.635498 64.468369	1.547 0.080 1.738
mor_random_ammo	388.752930 -2096.031250 64.486588	1.142 -0.012 1.384
mor_random_ammo	874.316956 -2220.352051 64.420921	1.497 0.035 1.803
mor_random_ammo	781.242432 -2200.699951 64.320114	0.047 0.000 -0.034
mor_random_ammo	903.983826 -2074.712891 64.339989	0.047 0.000 -0.023
mor_random_ammo	2631.111572 1000.703735 64.332825	0.047 0.000 -0.028
mor_random_ammo	2627.482910 948.683777 64.385918	-0.218 -0.001 0.206
mor_random_ammo	2548.475586 997.512695 64.393547	0.840 0.009 0.968
mor_random_ammo	2386.657227 976.732544 64.349846	-0.051 -0.000 -0.014
mor_random_ammo	2359.758789 1003.360107 64.390251	0.473 0.003 0.520
mor_random_ammo	2242.626465 983.180969 64.358459	-0.060 -0.000 0.001
mor_random_ammo	2129.434814 988.569763 64.358467	-0.060 -0.000 0.002
mor_random_ammo	2115.940430 1023.522034 64.402519	0.023 0.028 -0.482
mor_random_ammo	2044.219116 972.844299 64.406853	-0.850 -0.009 0.980
mor_random_ammo	2201.623535 969.617676 64.372551	-0.100 -0.000 0.057
mor_random_ammo	2718.245850 601.899292 63.868214	0.067 0.913 -1.130
mor_random_ammo	2685.061523 584.747253 63.748489	0.727 -0.017 -1.145
mor_random_ammo	2367.597168 1261.318970 48.325321	0.047 0.000 -0.032
mor_random_ammo	2366.740967 1303.561890 40.330391	0.047 -0.000 0.029
mor_random_ammo	2410.319092 1382.773804 32.372753	0.109 0.000 0.069
mor_random_ammo	2902.000000 1689.230225 32.359539	0.063 0.000 0.006
mor_random_ammo	2832.718994 1713.409180 32.458248	0.806 0.023 0.978
mor_random_ammo	1710.637939 1493.493896 63.882069	-0.007 0.564 0.052
mor_random_ammo	1773.713135 1508.608398 63.878258	-0.012 0.428 -0.121
mor_random_ammo	1787.973999 1499.421387 63.865635	-0.387 -0.004 0.382
mor_random_ammo	1722.292480 1511.831177 63.787792	-0.916 -0.003 1.025
mor_random_ammo	1561.238525 203.840027 32.387840	-0.249 -0.001 0.245
mor_random_ammo	1549.295410 230.686783 32.372551	-0.101 -0.000 0.058
mor_random_ammo	1213.781982 1561.702515 32.449314	0.958 0.026 1.157
mor_random_ammo	1194.397583 1537.531006 32.391266	0.541 0.004 0.603
mor_random_ammo	962.268127 1847.093384 128.367310	0.084 0.000 0.035
mor_random_ammo	1389.549805 -447.648407 32.391682	-0.318 -0.002 0.330
mor_random_ammo	1447.538208 -422.558838 32.349850	-0.051 -0.000 -0.014
mor_random_ammo	1507.432251 -439.003113 32.338383	-0.047 -0.000 -0.025
mor_random_ammo	1482.636230 -114.568619 -223.652390	-0.050 -0.000 -0.017
mor_random_ammo	1501.099731 -131.325912 -223.631378	-0.083 -0.000 0.034
mor_random_ammo	-809.017029 -557.910767 60.377838	0.149 0.001 0.120
mor_random_ammo	-836.513733 -732.985596 60.369164	0.090 0.000 0.044
mor_random_ammo	-885.256775 -611.725281 60.433212	1.296 0.032 1.567
mor_random_ammo	-964.558411 -658.395691 60.361534	0.067 0.000 0.012
mor_random_ammo	-881.738281 -829.708069 60.386700	0.314 0.002 0.325
mor_random_ammo	-927.775635 -749.783569 60.389153	0.410 0.003 0.443
mor_random_ammo	-840.290771 -504.280853 60.391212	0.548 0.004 0.612
mor_random_ammo	-893.133179 -500.873810 60.361534	0.067 0.000 0.012
mor_random_ammo	-860.436401 -586.972046 60.387936	0.362 0.002 0.384
mor_random_ammo	-958.441650 -455.665955 60.346821	0.050 0.000 -0.017
mor_random_ammo	-792.030396 -674.530273 60.389099	0.417 0.003 0.452
mor_random_ammo	-960.754272 -718.002808 60.355438	0.057 0.000 -0.003
mor_random_ammo	-1212.314941 -437.323792 32.355442	0.057 0.000 -0.003
mor_random_ammo	-628.422241 206.324524 32.386662	0.319 0.002 0.332
mor_random_ammo	-667.458801 223.593430 32.376186	0.134 0.000 0.101
mor_random_ammo	-1761.070435 -2295.415527 32.355442	0.057 0.000 -0.004
mor_random_ammo	-1611.353027 101.191620 32.383938	0.246 0.001 0.242
mor_random_ammo	963.131348 -2054.103516 64.320114	0.047 0.000 -0.034
mor_random_ammo	999.355530 -2186.316895 64.435570	1.243 -0.031 -1.505
mor_random_ammo	959.539246 -2254.583496 64.383743	0.246 -0.001 -0.241
mor_random_ammo	805.116577 -2085.219482 64.391220	0.547 0.004 0.611
mor_random_ammo	815.390625 -2110.555908 64.366821	0.267 -0.040 -0.003
mor_random_ammo	772.670349 -2247.753174 64.393494	1.270 -0.019 -1.492
mor_random_ammo	863.083435 -2259.027344 64.357506	0.060 0.000 0.001
mor_random_ammo	989.030762 -2115.131592 64.386391	0.319 -0.002 -0.331
mor_random_ammo	705.535522 -2564.892090 32.392765	0.839 -0.009 -0.967
mor_random_ammo	1304.824463 -2329.887451 52.381001	0.190 0.001 0.171
mor_random_ammo	1393.826782 -2383.317383 52.349033	0.051 0.000 -0.014
mor_random_ammo	1524.718750 -2337.173584 52.416798	1.654 0.036 2.000
mor_random_ammo	1515.865234 -2367.487793 52.461193	0.708 0.022 0.855
mor_random_ammo	3322.162842 -1226.166260 96.312019	0.048 0.000 -0.037
mor_random_ammo	3312.410645 -1208.443726 96.424477	1.573 0.041 1.911
mor_random_ammo	3323.675537 -1208.507935 96.349045	0.051 0.000 -0.014
mor_random_ammo	3310.651123 -1193.561890 96.394630	1.283 0.020 1.508
mor_random_ammo	3325.375488 -1180.704102 96.393044	0.708 0.007 0.807
mor_random_ammo	3333.434326 -1161.390869 96.367317	0.084 0.000 0.035
mor_random_ammo	3310.433105 -1147.888672 96.346840	0.050 0.000 -0.017
mor_random_ammo	3322.629883 -1136.880981 96.351212	0.053 0.000 -0.011
mor_random_ammo	3319.817383 -1162.172729 96.389091	0.420 0.003 0.456
mor_random_ammo	3331.542725 -1330.224487 40.361542	0.067 0.000 0.012
mor_random_ammo	3336.655518 -1304.991577 40.345375	-0.049 0.000 0.019
mor_random_ammo	3320.228271 -1307.505127 40.465111	-1.048 -0.027 1.275
mor_random_ammo	4617.054688 -815.776367 80.698822	-0.061 0.000 -0.013
mor_random_ammo	4680.611328 -795.890686 80.714485	0.595 -0.005 -0.673
mor_random_ammo	4684.779785 -817.987549 80.705452	-0.087 0.000 -0.048
mor_random_ammo	4615.516113 -820.715393 80.717590	-1.735 -0.034 -0.544
mor_random_ammo	4643.666992 -802.236145 80.716522	-0.180 0.001 -0.167
mor_random_ammo	3893.441162 -1283.472290 32.360535	-0.063 -0.000 0.006
mor_random_ammo	3257.125732 -543.438110 63.872517	0.403 -0.362 -0.525
mor_random_ammo	3216.218506 -525.075684 63.843033	-0.580 -0.045 0.923
mor_random_ammo	3269.506348 -505.253265 63.790958	-0.083 0.453 0.365
mor_random_ammo	3199.849365 -345.880768 63.915394	-0.090 0.482 -0.007
mor_random_ammo	3205.250000 -322.119965 63.899124	1.290 -0.212 1.733
mor_random_ammo	369.635651 938.308350 63.868267	-0.316 -0.692 -0.216
mor_random_ammo	353.004700 923.116089 63.841343	0.510 -0.035 -0.792
mor_random_ammo	315.325623 948.021301 63.806782	-0.171 0.279 -0.071
mor_random_ammo	619.115479 943.320313 63.894085	0.211 0.196 -0.119
mor_random_ammo	607.704895 927.177612 63.838062	0.565 0.064 0.564
mor_random_ammo	545.878723 948.115967 63.805676	-0.096 -0.218 -0.304
mor_random_ammo	526.752136 923.454224 63.777653	-0.662 0.023 -1.025
mor_random_ammo	622.218750 1124.447144 32.426407	1.469 0.035 1.778
mor_random_ammo	587.693115 1151.753418 32.361546	0.067 0.000 0.011
mor_random_ammo	263.936096 -1313.099854 32.344608	0.049 -0.000 0.019
mor_random_ammo	173.372589 -1253.380371 32.349850	-0.051 -0.000 -0.014
mor_random_ammo	297.625854 -1366.015991 32.337666	0.047 -0.000 0.025
mor_random_ammo	3115.297852 -740.566589 32.363503	0.072 0.000 0.018
mor_random_ammo	2863.444092 -602.186340 64.333565	-0.047 -0.000 -0.028
mor_random_ammo	2782.856934 -641.704712 64.469604	-0.857 -0.024 1.040
mor_random_ammo	2728.355957 -673.358521 64.459152	-1.153 -0.029 1.395
mor_random_ammo	2605.502686 -605.190247 64.349846	-0.051 -0.000 -0.014
mor_random_ammo	2552.208252 -554.254028 64.368629	-0.083 -0.000 0.034
mor_random_ammo	2773.515625 -548.356445 64.338387	-0.047 -0.000 -0.025
mor_random_ammo	2814.428955 -547.205933 64.332825	0.046 0.000 -0.028
mor_random_ammo	2821.006592 -647.066956 64.382118	-0.171 -0.001 0.147
mor_random_ammo	2766.538574 -626.570435 64.335991	-0.047 -0.000 -0.027
mor_random_ammo	2745.871338 -592.290710 64.315514	-0.048 -0.000 -0.036
mor_random_ammo	2661.739746 -640.693481 64.370613	-0.093 -0.000 0.047
mor_random_ammo	2668.490967 -549.177734 64.399834	-0.546 -0.004 0.610
mor_random_ammo	2533.049316 -631.691223 64.449707	-1.631 -0.037 1.986
mor_random_ammo	2689.913086 -594.564819 64.372559	-0.100 -0.000 0.057
mor_random_ammo	2811.272461 -601.873718 64.360542	-0.063 -0.000 0.006
mor_random_ammo	3007.177002 -1631.594482 64.359543	0.063 0.000 0.006
mor_random_ammo	2902.986328 -1621.039063 64.320847	-0.047 -0.000 -0.034
mor_random_ammo	2896.919434 -1570.204712 64.411682	-1.082 -0.014 1.263
mor_random_ammo	2869.431152 -1694.703125 64.444664	-1.692 -0.036 2.053
mor_random_ammo	2820.878418 -1606.117676 64.368622	-0.084 -0.000 0.035
mor_random_ammo	2777.353516 -1665.724976 64.457191	-1.314 -0.032 1.597
mor_random_ammo	2717.147461 -1584.656860 64.347610	-0.050 -0.000 -0.017
mor_random_ammo	2674.270508 -1610.990356 64.391632	-0.314 -0.002 0.325
mor_random_ammo	2765.467285 -1533.244141 64.318192	-0.047 -0.000 -0.035
mor_random_ammo	2861.949463 -1540.511963 64.414513	-1.249 -0.019 1.466
mor_random_ammo	2937.846680 -1537.752808 64.385902	-0.217 -0.001 0.205
mor_random_ammo	3012.275146 -1566.540405 64.438309	1.161 0.029 1.399
mor_random_ammo	3000.933350 -1701.221436 64.387917	0.364 0.002 0.387
mor_random_ammo	2881.532227 -1659.150879 64.340729	-0.047 -0.000 -0.023
mor_random_ammo	2734.397461 -1604.317627 64.320847	-0.047 -0.000 -0.034
mor_random_ammo	2706.197998 -1676.351563 64.366631	-0.077 -0.000 0.026
mor_random_ammo	2645.345703 -1254.874268 63.914104	-0.132 -1.507 -0.010
mor_random_ammo	2607.977051 -1270.177856 63.885727	-0.129 0.019 -0.222
mor_random_ammo	544.377502 1588.065918 60.516781	0.135 0.000 0.102
mor_random_ammo	494.164459 1542.604370 60.524544	0.246 0.001 0.242
mor_random_ammo	522.667542 1622.846558 60.524616	-0.193 -0.001 0.175
mor_random_ammo	424.610809 1578.108032 60.503193	-0.067 -0.000 0.012
mor_random_ammo	488.136963 1651.781250 60.540382	-0.541 -0.004 0.604
mor_random_ammo	505.387482 1671.690186 60.612663	-0.798 -0.023 0.969
mor_random_ammo	404.934418 1682.405884 60.494804	-0.054 -0.000 -0.008
mor_random_ammo	391.189209 1617.540771 60.469189	-0.046 -0.000 -0.031
mor_random_ammo	443.787720 1692.810059 60.524628	-0.194 -0.001 0.177
mor_random_ammo	435.158508 1751.199219 60.460716	0.047 0.000 -0.034
mor_random_ammo	1216.047119 2151.133545 32.392818	0.831 -0.009 -0.958
mor_random_ammo	1185.317261 2168.643311 32.353344	0.054 0.000 -0.008
mor_random_ammo	-515.293945 1816.307007 128.393173	0.965 -0.012 -1.120
mor_random_ammo	-457.969330 1865.403564 128.342331	0.048 -0.000 0.022
mor_random_ammo	803.833801 -1359.156372 63.864937	-0.648 2.581 -0.322
mor_random_ammo	824.920715 -1350.298218 63.812183	0.291 0.330 0.499
mor_random_ammo	2547.571777 1483.682983 63.849480	-0.048 -2.225 -0.452
mor_random_ammo	2643.133545 1247.988647 63.919483	-0.000 0.429 -0.134
mor_random_ammo	2775.095703 1257.483032 63.821087	0.039 0.215 0.693
mor_random_ammo	2549.746094 1258.246826 63.883438	-0.149 0.019 0.187
mor_random_ammo	1581.286011 3141.517822 -191.526505	-0.494 -1.067 -0.810
mor_random_ammo	1009.382446 2302.258057 -223.606293	-0.370 -0.002 0.394
mor_random_ammo	-660.335876 1202.111450 52.442047	1.158 0.029 1.405
mor_random_ammo	-624.689941 1114.303955 52.440441	1.113 -0.028 -1.344
mor_random_ammo	-632.453247 1024.676880 52.363483	0.071 -0.000 -0.018
mor_random_ammo	-663.759155 983.823914 52.386696	0.314 0.002 0.325
mor_random_ammo	-634.738770 914.242371 52.385372	0.274 0.001 0.276
mor_random_ammo	-660.198425 1116.828613 52.386398	0.318 -0.002 -0.330
mor_random_ammo	-621.946472 1061.841309 52.322758	0.047 -0.000 0.033
mor_random_ammo	-658.710083 1039.883423 52.335243	0.046 0.000 -0.027
mor_random_ammo	-647.461487 1162.200684 52.344578	0.049 0.000 -0.019
mor_random_ammo	-646.329407 1001.791382 52.372749	0.110 0.000 0.070
mor_random_ammo	-1440.745239 895.808899 32.444851	1.109 0.028 1.346
mor_random_ammo	-1492.820190 997.694092 32.337643	0.047 0.000 -0.025
mor_random_ammo	3114.231689 -148.786209 224.365417	0.078 0.000 0.027
mor_random_ammo	3943.914063 -822.127075 32.372547	-0.100 -0.000 0.057
mor_random_ammo	4000.690674 -788.083496 32.391693	-0.321 -0.002 0.333
mor_random_ammo	-320.318329 2041.724731 215.985321	1.312 0.052 1.590
mor_random_ammo	-357.018555 2031.969360 35.590084	-89.606 87.440 2.481
mor_random_ammo	-383.381256 1979.714233 34.692921	-1.639 -120.243 89.951
mor_random_ammo	1339.435059 -350.792572 -192.141525	0.700 0.351 -0.175
mor_random_ammo	1340.155518 -329.201752 -192.222763	0.327 -0.495 -0.636
mor_random_ammo	585.046875 3613.028320 -205.304184	0.074 0.000 0.028
mor_random_ammo	539.034973 3615.055908 -205.320953	0.047 0.000 -0.014
weapon_mor_r22	2849.572998 -530.638367 65.606110	-1.287 -1.054 87.881
weapon_mor_r22	1239.114502 -1473.041016 33.620811	-1.273 -0.679 88.176
weapon_mor_r22	883.964233 -1351.393311 65.065613	-1.271 -0.592 88.577
weapon_mor_r22	1489.038208 -521.844666 -157.904114	-1.091 -1.363 88.736
weapon_mor_r22	4780.260254 -1258.013306 33.586929	-1.301 -0.659 87.510
weapon_mor_vek	2365.343018 716.737183 -198.884949	0.196 -2.642 88.650
weapon_mor_vek	-1375.394531 -969.599731 33.103363	0.476 -3.391 88.621
weapon_mor_vek	-539.203491 -2312.097168 33.109947	0.385 -3.093 88.704
weapon_mor_vek	2088.070557 -850.107971 -222.902084	0.561 -3.088 88.530
weapon_mor_lz400	1059.012817 -676.747437 64.497475	-2.239 -17.811 85.956
weapon_mor_lz400	-903.654602 -469.212860 60.492352	-2.254 -17.805 85.984
weapon_mor_lz400	-1745.894653 -3389.732910 32.502708	-2.224 -17.813 85.927
weapon_mor_lz400	912.314392 -2224.228027 64.518646	-2.114 -2.636 85.958
item_ammo_smg1_mor	2361.055420 736.898376 -199.480865	0.250 -0.014 -0.212
item_ammo_smg1_mor	2373.176514 742.705566 -199.525330	-0.567 0.014 0.258
item_ammo_smg1_mor	2842.145020 -548.608215 64.394257	0.123 -0.005 0.070
item_ammo_smg1_mor	2672.724854 -2879.752686 96.974419	-0.821 0.009 -0.609
item_ammo_smg1_mor	2812.493652 -3061.850586 32.535244	-0.154 0.018 -0.133
item_ammo_smg1_mor	2886.705078 -1309.765137 63.887135	-0.019 0.135 -0.078
item_ammo_smg1_mor	1262.764160 -1455.082397 32.504513	0.661 -0.012 -0.506
item_ammo_smg1_mor	855.899231 -1356.484131 63.964905	0.004 -2.567 0.047
item_ammo_smg1_mor	-1389.841187 -1000.172791 32.498905	-0.820 0.011 -0.609
item_ammo_smg1_mor	-1737.151245 -1238.894043 128.540070	0.125 -0.017 -0.108
item_ammo_smg1_mor	-934.789673 -1595.724365 32.417969	-0.376 0.005 0.240
item_ammo_smg1_mor	-485.509216 -2731.427490 32.513065	-0.271 0.014 -0.228
item_ammo_smg1_mor	1516.915405 -525.172180 -159.099136	0.522 -0.005 0.336
item_ammo_smg1_mor	2649.137451 -736.732361 -223.500626	-0.822 0.011 -0.610
item_ammo_smg1_mor	4795.195313 -1278.715088 32.396786	0.136 -0.005 0.079
item_ammo_smg1_mor	4775.783203 -1282.463989 32.501686	-0.813 0.012 -0.609
item_ammo_smg1_mor	4289.469238 -706.027954 32.498795	-0.853 0.012 -0.633
item_ammo_smg1_mor	-564.953308 -240.058899 32.415752	0.338 -0.005 0.215
item_ammo_smg1_mor	-229.278503 -1273.734497 32.513130	0.275 -0.012 -0.238
item_ammo_smg1_mor	-1374.803711 -1947.996826 32.428566	0.663 -0.003 0.433
item_ammo_smg1_mor	1003.500427 -1348.938599 63.923237	-0.455 0.011 -0.337
item_ammo_smg1_mor	961.670593 -1350.345581 63.891140	-0.388 -0.047 -0.210
item_ammo_smg1_mor	3043.544189 -1033.974731 224.428574	0.675 -0.003 0.441
item_ammo_smg1_mor	431.830383 4609.365723 -192.105301	0.808 -0.006 -0.593
item_ammo_smg1_mor	-538.115234 -2332.253906 32.396790	0.136 -0.005 0.079
item_ammo_smg1_mor	777.930969 3262.619629 -223.519318	-0.214 -0.001 0.022
item_ammo_smg1_mor	1927.106812 2854.207275 -222.631683	0.220 0.763 6.117
item_ammo_smg1_mor	1545.005127 2130.326660 -159.238113	-0.386 0.002 0.376
item_ammo_smg1_mor	1586.456055 2490.785156 -223.519272	0.214 0.001 0.022
item_ammo_smg1_mor	2101.214600 -821.922363 -223.603210	-0.136 0.005 0.079
mor_random_rifle	3302.506592 -3986.530518 48.866016	2.096 -5.688 83.882
mor_random_rifle	70.557449 1897.789551 256.289825	2.107 -6.098 83.849
mor_random_rifle	821.455200 1973.873047 224.855774	2.225 -5.791 83.984
mor_random_rifle	384.645691 1733.630493 60.999462	2.186 -5.785 83.953
mor_random_rifle	519.596008 1571.350708 61.001614	2.159 -5.783 83.932
mor_random_rifle	982.144348 1857.512207 36.861145	2.157 -5.783 83.930
mor_random_rifle	101.654495 2177.965088 224.868668	2.062 -5.686 83.856
mor_random_rifle	442.932312 3061.786377 32.853924	2.248 -5.793 84.002
mor_random_rifle	988.533875 1971.012939 32.852379	2.268 -5.795 84.017
mor_random_rifle	2122.253906 980.923218 64.856850	2.175 -6.477 83.922
mor_random_rifle	1747.780884 1267.056641 64.231003	2.209 -5.703 84.080
mor_random_rifle	2764.298096 1477.182861 64.255951	2.045 -5.309 83.524
mor_random_rifle	4351.232910 1156.316040 32.861225	2.156 -5.706 83.929
mor_random_rifle	4703.977539 -1151.758911 97.116524	2.116 -5.965 84.049
mor_random_rifle	4453.476074 -1128.535278 81.150444	2.120 -5.965 84.059
mor_random_rifle	4497.409668 -798.866516 81.161453	2.094 -5.965 83.986
mor_random_rifle	3539.800537 -1104.859253 81.195602	1.800 -5.793 84.349
mor_random_rifle	2972.646240 -1550.067139 64.865646	2.100 -5.781 83.886
mor_random_rifle	2741.227295 -1632.537964 64.853172	2.258 -5.796 84.010
mor_random_rifle	2571.343994 -1261.067261 64.296608	2.060 -5.301 83.844
mor_random_rifle	-754.324768 -2878.011719 51.194630	2.135 -5.941 84.623
mor_random_rifle	-1056.489624 -3499.506348 289.117249	2.122 -5.964 84.065
mor_random_rifle	-1656.482910 -3576.180664 260.698975	2.132 -3.616 84.440
mor_random_rifle	577.611389 923.776306 64.286522	2.099 -5.687 83.875
mor_random_rifle	2721.787109 -618.921631 64.862358	2.142 -5.699 83.918
mor_random_rifle	2893.073242 -574.211731 64.865623	2.101 -5.689 83.886
mor_random_rifle	2362.625244 -691.430481 32.863937	2.122 -5.693 83.903
mor_random_rifle	2651.601807 -1042.503540 161.313980	2.112 -5.966 84.037
mor_random_rifle	-455.899567 2190.356934 32.862049	2.146 -5.782 83.921
mor_random_rifle	3892.387695 -480.825806 64.268326	2.093 -5.717 83.880
mor_random_rifle	4776.282715 -1504.322388 32.855553	2.228 -5.791 83.986
mor_random_rifle	3909.369141 -1122.522705 81.159378	2.099 -5.966 84.000
