# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_grem
# Exported by: Demonkush
setting:	replacespawns 1
item_ammo_revolver_mor	-1954.628418 -829.465149 -319.609680	-0.095 -0.020 -0.029
item_ammo_revolver_mor	-1952.966675 -852.015503 -319.619965	-0.104 -0.020 -0.031
item_ammo_revolver_mor	827.659180 1633.875366 -319.643524	-0.124 -0.019 -0.038
item_ammo_revolver_mor	841.148438 1629.574341 -319.645691	-0.126 -0.019 -0.038
item_ammo_revolver_mor	2000.480713 1569.762939 -319.645691	-0.126 -0.019 -0.038
item_ammo_revolver_mor	1984.714600 1573.227173 -319.619965	-0.104 -0.020 -0.031
item_ammo_revolver_mor	993.291992 990.291138 -92.148849	-0.269 -0.024 -0.124
item_ammo_revolver_mor	1007.392090 991.955933 -92.140190	-0.253 -0.024 -0.117
item_ammo_revolver_mor	246.141418 335.970367 -290.504059	0.379 0.475 7.604
item_ammo_revolver_mor	261.641235 326.743652 -291.699585	0.302 0.462 7.586
item_ammo_revolver_mor	-274.808990 287.136078 12.388700	-0.096 -0.020 -0.029
item_ammo_revolver_mor	-294.814056 276.501251 12.431894	-0.058 -0.020 -0.018
item_ammo_revolver_mor	-30.406813 -1591.029541 -319.604858	-0.090 -0.020 -0.027
item_ammo_revolver_mor	-42.888294 -1593.176880 -319.581390	-0.070 -0.020 -0.021
item_ammo_revolver_mor	2311.542725 -445.008270 16.380066	-0.104 -0.020 -0.031
item_ammo_revolver_mor	2297.474365 -441.847992 16.340607	-0.138 -0.019 -0.042
item_ammo_revolver_mor	-1199.994995 1213.635620 16.325600	-0.151 -0.018 -0.046
item_ammo_revolver_mor	-1177.255615 1205.244385 16.395151	-0.090 -0.020 -0.027
item_ammo_revolver_mor	-2141.704590 263.953400 16.408319	-0.079 -0.020 -0.024
item_ammo_revolver_mor	-2124.775879 259.795502 16.366827	-0.115 -0.019 -0.035
item_ammo_revolver_mor	2503.941162 -234.127594 -319.633179	-0.115 -0.019 -0.035
item_ammo_revolver_mor	2485.014893 -241.954132 -319.618164	-0.102 -0.020 -0.031
item_ammo_revolver_mor	-1398.532715 -1824.446777 -319.639313	-0.121 -0.019 -0.036
item_ammo_revolver_mor	-1429.109131 -1814.424194 -319.647919	-0.128 -0.019 -0.039
item_ammo_revolver_mor	-187.231201 1493.566895 16.330753	-0.147 -0.018 -0.044
